u1,u2,n_groups,n_venues,weight_idf
1762,2690,1,1,0.303413
66,2846,1,1,0.303413
66,1759,1,1,0.303413
2299,2704,1,1,0.303413
152,3757,1,1,0.303413
66,1506,1,1,0.303413
2259,3910,1,1,0.303413
152,5405,1,1,0.303413
1759,4228,1,1,0.303413
1192,6574,1,1,0.303413
2846,4179,1,1,0.303413
3050,4222,1,1,0.303413
66,356,1,1,0.303413
1426,1976,1,1,0.300102
2168,2696,1,1,0.300102
1643,4594,1,1,0.300102
2696,6215,1,1,0.300102
260,2598,1,1,0.300102
4264,5884,1,1,0.300102
260,1344,1,1,0.300102
1344,2598,1,1,0.300102
2168,6215,1,1,0.300102
1183,1582,1,1,0.300102
1533,5132,1,1,0.300102
3113,4941,1,1,0.300102
1734,4478,1,1,0.300102
1734,5940,1,1,0.300102
1083,4302,1,1,0.300102
2393,3513,1,1,0.300102
239,690,1,1,0.300102
3272,5536,1,1,0.300102
3113,5623,1,1,0.300102
2704,5623,1,1,0.300102
117,1670,1,1,0.300102
2704,4941,1,1,0.300102
2704,3113,1,1,0.300102
2393,4478,1,1,0.300102
2393,5940,1,1,0.300102
3513,4478,1,1,0.300102
800,1252,1,1,0.300102
3513,5940,1,1,0.300102
1734,3513,1,1,0.300102
4941,5623,1,1,0.300102
1734,2393,1,1,0.300102
1670,5940,1,1,0.300102
117,2393,1,1,0.300102
117,3513,1,1,0.300102
117,4478,1,1,0.300102
117,5940,1,1,0.300102
1263,1670,1,1,0.300102
1263,1734,1,1,0.300102
1263,2393,1,1,0.300102
1263,3513,1,1,0.300102
1263,4478,1,1,0.300102
1263,5940,1,1,0.300102
117,1263,1,1,0.300102
1670,1734,1,1,0.300102
1670,2393,1,1,0.300102
1670,3513,1,1,0.300102
1670,4478,1,1,0.300102
1192,5623,1,1,0.300102
4478,5940,1,1,0.300102
1225,1501,1,1,0.300102
1839,2225,1,1,0.300102
2168,2519,1,1,0.300102
730,967,1,1,0.300102
89,4941,1,1,0.300102
1690,2280,1,1,0.300102
673,2635,1,1,0.300102
3799,6225,1,1,0.300102
2225,4240,1,1,0.300102
3493,4443,1,1,0.300102
2225,4274,1,1,0.300102
1839,6571,1,1,0.300102
1007,2225,1,1,0.300102
89,3113,1,1,0.300102
89,2704,1,1,0.300102
89,1192,1,1,0.300102
5090,5123,1,1,0.300102
2565,5123,1,1,0.300102
2565,5090,1,1,0.300102
1368,2043,1,1,0.300102
4443,6555,1,1,0.300102
1192,4941,1,1,0.300102
1192,3113,1,1,0.300102
1192,2704,1,1,0.300102
89,5623,1,1,0.300102
1734,3224,1,1,0.300102
2486,4029,1,1,0.300102
3869,6633,1,1,0.300102
1372,5366,1,1,0.300102
3280,4971,1,1,0.300102
2196,2509,1,1,0.300102
454,1734,1,1,0.300102
454,3224,1,1,0.300102
117,1734,1,1,0.300102
2347,4025,2,2,0.298955
118,4502,1,1,0.296974
1211,4918,1,1,0.296974
947,3874,1,1,0.296974
1025,2001,1,1,0.296974
2908,5136,1,1,0.296974
69,947,1,1,0.296974
2002,2489,1,1,0.296974
69,195,1,1,0.296974
423,1634,1,1,0.296974
54,4102,1,1,0.296974
799,925,1,1,0.296974
930,1369,1,1,0.296974
2761,3548,1,1,0.296974
3685,4738,1,1,0.296974
963,3924,1,1,0.296974
754,4102,1,1,0.296974
3806,5405,1,1,0.296974
1457,5405,1,1,0.296974
1457,3806,1,1,0.296974
814,3167,1,1,0.296974
195,3874,1,1,0.296974
993,2185,1,1,0.296974
195,947,1,1,0.296974
3836,5090,1,1,0.296974
512,1097,1,1,0.296974
54,562,1,1,0.296974
4016,4668,1,1,0.296974
3109,5895,1,1,0.296974
690,925,1,1,0.296974
3998,5258,1,1,0.296974
3735,6482,1,1,0.296974
1097,2185,1,1,0.296974
679,1097,1,1,0.296974
3836,4531,1,1,0.296974
69,3874,1,1,0.296974
394,6645,1,1,0.296974
496,5090,1,1,0.296974
496,4531,1,1,0.296974
496,3836,1,1,0.296974
2371,3485,1,1,0.296974
1389,3513,1,1,0.296974
1805,5271,1,1,0.296974
2972,3436,1,1,0.296974
2786,3805,1,1,0.296974
3805,4148,1,1,0.296974
341,6645,1,1,0.296974
106,3411,1,1,0.296974
666,797,1,1,0.296974
4531,5090,1,1,0.296974
3545,4832,1,1,0.296974
3545,4956,1,1,0.296974
4832,4956,1,1,0.296974
1284,1690,2,1,0.296765
411,5432,2,1,0.296765
2347,4360,2,1,0.296765
2066,5258,2,1,0.296765
800,1197,1,1,0.294014
467,3770,1,1,0.294014
984,5306,1,1,0.294014
472,2163,1,1,0.294014
123,4040,1,1,0.294014
3026,3224,1,1,0.294014
2214,3643,1,1,0.294014
1485,2371,1,1,0.294014
311,726,1,1,0.294014
2057,2988,1,1,0.294014
982,3081,1,1,0.294014
279,1552,1,1,0.294014
4656,6522,1,1,0.294014
3081,5967,1,1,0.294014
3663,5302,1,1,0.294014
1389,5967,1,1,0.294014
1389,3081,1,1,0.294014
982,5967,1,1,0.294014
982,1389,1,1,0.294014
5362,6099,1,1,0.294014
354,730,2,1,0.291965
354,1658,2,1,0.291965
354,637,2,1,0.291965
1766,6219,2,1,0.291965
4535,6219,2,1,0.291965
1075,2066,2,1,0.291965
4535,6387,2,1,0.291965
730,1658,2,1,0.291965
1294,1658,2,1,0.291965
2195,6387,2,1,0.291965
1658,2066,2,1,0.291965
1658,3900,2,1,0.291965
2430,6219,2,1,0.291965
1365,2808,1,1,0.291207
1462,5485,1,1,0.291207
1582,4025,1,1,0.291207
2594,5298,1,1,0.291207
441,1840,1,1,0.291207
1206,5988,1,1,0.291207
1998,4167,1,1,0.291207
4442,4552,1,1,0.291207
1368,4368,1,1,0.291207
1365,1892,1,1,0.291207
1365,4496,1,1,0.291207
1307,6873,1,1,0.291207
1892,2808,1,1,0.291207
2611,5405,1,1,0.291207
1892,4496,1,1,0.291207
3453,3933,1,1,0.291207
4281,5240,1,1,0.291207
888,3061,1,1,0.291207
0,3397,1,1,0.291207
62,3924,1,1,0.291207
4166,5405,1,1,0.291207
2808,4496,1,1,0.291207
1978,5151,1,1,0.291207
191,3892,1,1,0.291207
782,2690,2,1,0.289196
2899,3730,2,1,0.289196
117,3364,1,1,0.288539
980,1186,1,1,0.288539
980,3478,1,1,0.288539
782,4512,1,1,0.288539
2011,2806,1,1,0.288539
2011,3421,1,1,0.288539
2011,3904,1,1,0.288539
2011,6714,1,1,0.288539
2592,2806,1,1,0.288539
2592,3421,1,1,0.288539
2592,3904,1,1,0.288539
181,524,1,1,0.288539
2592,6714,1,1,0.288539
2034,3168,1,1,0.288539
2806,3421,1,1,0.288539
2806,6714,1,1,0.288539
3421,3904,1,1,0.288539
43,4196,1,1,0.288539
830,3171,1,1,0.288539
3421,6714,1,1,0.288539
2793,6090,1,1,0.288539
204,5068,1,1,0.288539
2676,4045,1,1,0.288539
1327,3949,1,1,0.288539
438,3949,1,1,0.288539
438,1327,1,1,0.288539
3904,6714,1,1,0.288539
2806,3904,1,1,0.288539
2011,2592,1,1,0.288539
507,2988,1,1,0.288539
98,4025,1,1,0.288539
1637,2896,1,1,0.288539
1637,4980,1,1,0.288539
2896,4980,1,1,0.288539
3571,5544,1,1,0.288539
4995,5954,1,1,0.288539
1368,6065,1,1,0.288539
123,4512,1,1,0.288539
3347,4231,1,1,0.288539
3075,3241,1,1,0.288539
1320,2799,2,2,0.287894
1658,2563,2,2,0.287894
5543,6841,1,1,0.286
4995,6268,1,1,0.286
2382,3663,1,1,0.286
2892,4374,1,1,0.286
3406,5069,1,1,0.286
1344,5714,1,1,0.286
2168,4384,1,1,0.286
1096,1643,1,1,0.286
2439,2674,1,1,0.286
3702,6219,1,1,0.286
2647,4717,1,1,0.286
4148,6268,1,1,0.286
381,2504,1,1,0.286
4148,4995,1,1,0.286
2786,6268,1,1,0.286
2786,4995,1,1,0.286
6268,6665,1,1,0.286
892,3991,1,1,0.286
2504,2636,1,1,0.286
4453,5069,1,1,0.286
128,876,1,1,0.286
189,501,1,1,0.286
6447,6605,1,1,0.286
381,2636,1,1,0.286
4738,4895,1,1,0.286
2363,2668,1,1,0.286
2470,6482,1,1,0.286
1493,3192,1,1,0.286
2900,3046,1,1,0.286
4360,5068,1,1,0.286
1566,2739,1,1,0.286
3168,4263,1,1,0.286
2049,2739,1,1,0.286
2119,3593,2,1,0.283823
577,1304,2,1,0.283823
3308,6288,2,1,0.283823
577,6680,2,1,0.283823
4545,6680,2,1,0.283823
251,1437,2,1,0.283823
947,4222,1,1,0.283578
1910,2011,1,1,0.283578
408,3956,1,1,0.283578
764,818,1,1,0.283578
1998,3806,1,1,0.283578
1670,2087,1,1,0.283578
925,2340,1,1,0.283578
5258,6509,1,1,0.283578
408,1839,1,1,0.283578
2868,4971,1,1,0.283578
438,1676,1,1,0.283578
478,4934,1,1,0.283578
1190,1618,1,1,0.283578
468,478,1,1,0.283578
679,5333,1,1,0.281266
143,512,1,1,0.281266
410,679,1,1,0.281266
2481,5333,1,1,0.281266
556,5333,1,1,0.281266
679,2481,1,1,0.281266
556,679,1,1,0.281266
410,2481,1,1,0.281266
410,5333,1,1,0.281266
556,2481,1,1,0.281266
1682,3050,1,1,0.281266
1682,2043,1,1,0.281266
410,556,1,1,0.281266
98,4263,1,1,0.281266
530,4956,1,1,0.281266
1372,1682,1,1,0.281266
1372,2043,1,1,0.281266
1372,3050,1,1,0.281266
1494,2043,1,1,0.281266
1199,3685,1,1,0.281266
1199,4426,1,1,0.281266
90,6387,1,1,0.281266
5326,5984,1,1,0.281266
200,576,1,1,0.281266
530,1372,1,1,0.281266
93,2594,1,1,0.281266
160,1277,1,1,0.281266
2618,6714,1,1,0.281266
1501,3409,1,1,0.281266
1494,3050,1,1,0.281266
3052,3987,1,1,0.281266
1494,4956,1,1,0.281266
530,1682,1,1,0.281266
1224,4713,1,1,0.281266
2741,5812,1,1,0.281266
1277,1614,1,1,0.281266
160,1614,1,1,0.281266
3398,4145,1,1,0.281266
1682,4956,1,1,0.281266
512,553,1,1,0.281266
143,553,1,1,0.281266
833,5641,1,1,0.281266
102,1224,1,1,0.281266
664,1559,1,1,0.281266
664,4552,1,1,0.281266
664,4884,1,1,0.281266
664,4956,1,1,0.281266
664,5641,1,1,0.281266
833,1559,1,1,0.281266
833,4552,1,1,0.281266
833,4884,1,1,0.281266
833,4956,1,1,0.281266
1559,4552,1,1,0.281266
3050,4956,1,1,0.281266
1559,4884,1,1,0.281266
1559,4956,1,1,0.281266
1559,5641,1,1,0.281266
4552,4884,1,1,0.281266
4552,4956,1,1,0.281266
4552,5641,1,1,0.281266
4884,4956,1,1,0.281266
4884,5641,1,1,0.281266
4956,5641,1,1,0.281266
1369,1559,1,1,0.281266
102,152,1,1,0.281266
664,833,1,1,0.281266
2043,3050,1,1,0.281266
553,1559,1,1,0.281266
2043,4956,1,1,0.281266
143,1224,1,1,0.281266
143,1559,1,1,0.281266
143,2524,1,1,0.281266
143,2822,1,1,0.281266
82,2542,1,1,0.281266
512,1224,1,1,0.281266
512,1559,1,1,0.281266
512,2524,1,1,0.281266
553,1224,1,1,0.281266
553,2524,1,1,0.281266
141,1559,1,1,0.281266
553,2822,1,1,0.281266
1224,1559,1,1,0.281266
1982,5684,1,1,0.281266
1224,2524,1,1,0.281266
1224,2822,1,1,0.281266
1559,2524,1,1,0.281266
4222,5258,1,1,0.281266
1559,2822,1,1,0.281266
2524,2822,1,1,0.281266
122,530,1,1,0.281266
530,1494,1,1,0.281266
160,5258,1,1,0.281266
1023,3256,1,1,0.281266
1372,4956,1,1,0.281266
2528,4487,1,1,0.281266
577,910,1,1,0.281266
530,3050,1,1,0.281266
705,990,1,1,0.281266
3949,4318,1,1,0.281266
2279,4211,1,1,0.281266
530,2043,1,1,0.281266
325,1555,1,1,0.281266
102,4713,1,1,0.281266
160,4222,1,1,0.281266
152,1224,1,1,0.281266
152,4713,1,1,0.281266
3698,6806,1,1,0.281266
1494,1682,1,1,0.281266
1682,4530,1,1,0.279055
3453,4337,1,1,0.279055
1682,2135,1,1,0.279055
1682,2884,1,1,0.279055
31,4337,1,1,0.279055
31,3453,1,1,0.279055
276,454,1,1,0.279055
2135,4530,1,1,0.279055
2884,4188,1,1,0.279055
63,2316,1,1,0.279055
2135,2884,1,1,0.279055
3005,3453,1,1,0.279055
2135,4188,1,1,0.279055
30,3991,1,1,0.279055
4188,4530,1,1,0.279055
2884,4530,1,1,0.279055
621,2316,1,1,0.279055
3806,3933,1,1,0.279055
31,889,1,1,0.279055
889,1409,1,1,0.279055
5918,6136,1,1,0.279055
530,6065,1,1,0.279055
45,6633,1,1,0.279055
1372,5298,1,1,0.279055
225,1277,1,1,0.279055
3949,5298,1,1,0.279055
261,3453,1,1,0.279055
3453,4668,1,1,0.279055
89,407,1,1,0.279055
89,3721,1,1,0.279055
407,3721,1,1,0.279055
225,530,1,1,0.279055
4852,4915,1,1,0.279055
225,512,1,1,0.279055
679,1983,1,1,0.279055
3164,5298,1,1,0.279055
1224,4912,1,1,0.279055
332,708,1,1,0.279055
889,2748,1,1,0.279055
664,4530,1,1,0.279055
63,1097,1,1,0.279055
2389,3164,1,1,0.279055
102,2884,1,1,0.279055
1372,3949,1,1,0.279055
102,1682,1,1,0.279055
102,664,1,1,0.279055
102,512,1,1,0.279055
664,4188,1,1,0.279055
1224,1871,1,1,0.279055
512,530,1,1,0.279055
715,6065,1,1,0.279055
530,1224,1,1,0.279055
1392,4980,1,1,0.279055
1224,6065,1,1,0.279055
1871,6065,1,1,0.279055
22,3050,1,1,0.279055
530,1871,1,1,0.279055
512,1277,1,1,0.279055
102,2135,1,1,0.279055
261,4668,1,1,0.279055
102,4188,1,1,0.279055
512,4188,1,1,0.279055
664,1682,1,1,0.279055
512,4530,1,1,0.279055
102,4530,1,1,0.279055
664,2884,1,1,0.279055
2581,4433,1,1,0.279055
3398,3737,1,1,0.279055
3398,3919,1,1,0.279055
664,2135,1,1,0.279055
512,2884,1,1,0.279055
3737,3919,1,1,0.279055
512,2135,1,1,0.279055
512,1682,1,1,0.279055
512,664,1,1,0.279055
5205,5728,1,1,0.276938
433,4512,1,1,0.276938
564,2554,1,1,0.276938
313,2135,1,1,0.276938
2371,2402,1,1,0.276938
1182,2644,1,1,0.276938
433,5237,1,1,0.276938
1040,4512,1,1,0.276938
4531,5728,1,1,0.276938
592,2459,1,1,0.276938
433,3134,1,1,0.276938
433,2554,1,1,0.276938
5205,5463,1,1,0.276938
2554,3134,1,1,0.276938
1040,3134,1,1,0.276938
22,1796,1,1,0.276938
1812,1821,1,1,0.276938
433,564,1,1,0.276938
5463,5728,1,1,0.276938
1040,5237,1,1,0.276938
564,1040,1,1,0.276938
433,1040,1,1,0.276938
22,4294,1,1,0.276938
4531,5463,1,1,0.276938
2015,3671,1,1,0.276938
527,5205,1,1,0.276938
527,4531,1,1,0.276938
527,791,1,1,0.276938
2439,3799,1,1,0.276938
2761,3571,1,1,0.276938
4531,5205,1,1,0.276938
92,5728,1,1,0.276938
1637,3517,1,1,0.276938
92,5463,1,1,0.276938
92,5205,1,1,0.276938
2579,5616,1,1,0.276938
469,5616,1,1,0.276938
469,2579,1,1,0.276938
779,2156,1,1,0.276938
92,4531,1,1,0.276938
527,5728,1,1,0.276938
92,791,1,1,0.276938
186,2565,1,1,0.276938
1145,1227,1,1,0.276938
92,527,1,1,0.276938
2299,3075,1,1,0.276938
564,5237,1,1,0.276938
1040,2554,1,1,0.276938
1145,2299,1,1,0.276938
1227,3075,1,1,0.276938
1227,2299,1,1,0.276938
3805,4995,1,1,0.276938
1145,3075,1,1,0.276938
3993,4537,1,1,0.276938
1796,4294,1,1,0.276938
527,5463,1,1,0.276938
153,4567,1,1,0.276938
3134,4512,1,1,0.276938
2554,4512,1,1,0.276938
4512,5237,1,1,0.276938
33,830,1,1,0.276938
912,2552,1,1,0.276938
564,4512,1,1,0.276938
3134,5237,1,1,0.276938
564,3134,1,1,0.276938
791,4531,1,1,0.276938
2554,5237,1,1,0.276938
152,5068,1,1,0.276938
791,5205,1,1,0.276938
791,5463,1,1,0.276938
791,5728,1,1,0.276938
1086,2401,1,1,0.276938
2621,4208,1,1,0.274908
3069,5063,1,1,0.274908
942,5133,1,1,0.274908
4349,5817,1,1,0.274908
1057,1085,1,1,0.274908
1426,4535,1,1,0.274908
883,2621,1,1,0.274908
164,380,1,1,0.274908
2168,3069,1,1,0.274908
397,1263,1,1,0.274908
168,380,1,1,0.274908
2621,3359,1,1,0.274908
883,3359,1,1,0.274908
2065,6099,1,1,0.274908
164,168,1,1,0.274908
2621,5492,1,1,0.274908
311,1590,1,1,0.272958
685,1107,1,1,0.272958
406,1741,1,1,0.272958
4025,5833,1,1,0.272958
252,4713,1,1,0.272958
225,1582,1,1,0.272958
1535,4530,1,1,0.272958
3799,6467,1,1,0.272958
4917,6674,1,1,0.272958
574,4797,1,1,0.272958
182,4390,1,1,0.272958
3477,4229,1,1,0.272958
786,6693,1,1,0.272958
45,786,1,1,0.272958
45,6693,1,1,0.272958
5606,5969,1,1,0.271085
225,2808,1,1,0.271085
1493,3037,1,1,0.271085
3411,4547,1,1,0.271085
4969,6574,1,1,0.271085
2929,4969,1,1,0.271085
2299,6566,1,1,0.271085
2299,4668,1,1,0.271085
4969,6691,1,1,0.271085
2015,6714,1,1,0.271085
4547,6083,1,1,0.271085
6574,6691,1,1,0.271085
225,2043,1,1,0.271085
4547,6714,1,1,0.271085
2929,6691,1,1,0.271085
2808,6691,1,1,0.271085
3411,6714,1,1,0.271085
1641,1831,1,1,0.271085
3411,6083,1,1,0.271085
225,4969,1,1,0.271085
225,2929,1,1,0.271085
2043,2808,1,1,0.271085
2347,3513,1,1,0.271085
2043,4969,1,1,0.271085
899,6714,1,1,0.271085
1459,2402,1,1,0.271085
899,6083,1,1,0.271085
2808,2929,1,1,0.271085
1459,5528,1,1,0.271085
2402,5528,1,1,0.271085
2312,5326,1,1,0.271085
2043,6574,1,1,0.271085
2382,3478,1,1,0.271085
2382,5385,1,1,0.271085
3019,4186,1,1,0.271085
3019,5326,1,1,0.271085
2929,6574,1,1,0.271085
3478,5385,1,1,0.271085
899,4547,1,1,0.271085
4186,5326,1,1,0.271085
899,1224,1,1,0.271085
1416,3640,1,1,0.271085
2043,6691,1,1,0.271085
2999,4186,1,1,0.271085
899,2015,1,1,0.271085
1984,2999,1,1,0.271085
899,3411,1,1,0.271085
426,2382,1,1,0.271085
2043,2929,1,1,0.271085
1224,3411,1,1,0.271085
5084,6324,1,1,0.271085
2015,6083,1,1,0.271085
426,3478,1,1,0.271085
2015,4547,1,1,0.271085
426,5385,1,1,0.271085
2015,3411,1,1,0.271085
1224,6714,1,1,0.271085
1480,3128,1,1,0.271085
1836,5774,1,1,0.271085
1224,6083,1,1,0.271085
1871,5052,1,1,0.271085
1224,4547,1,1,0.271085
4668,6566,1,1,0.271085
2808,4969,1,1,0.271085
1821,1984,1,1,0.271085
1224,2015,1,1,0.271085
1653,1858,1,1,0.271085
2312,3019,1,1,0.271085
2312,4186,1,1,0.271085
225,6574,1,1,0.271085
1695,1909,1,1,0.271085
225,6691,1,1,0.271085
2786,5867,1,1,0.269283
3347,5203,1,1,0.269283
3075,5166,1,1,0.269283
1304,6411,1,1,0.269283
2786,3347,1,1,0.269283
1734,3001,1,1,0.269283
3347,5867,1,1,0.269283
1619,1878,1,1,0.269283
2280,2581,1,1,0.269283
3277,5801,1,1,0.269283
3880,5752,1,1,0.269283
2612,3691,1,1,0.269283
689,5271,1,1,0.269283
491,2280,1,1,0.269283
491,2581,1,1,0.269283
1125,6867,1,1,0.267546
4606,6867,1,1,0.267546
6083,6867,1,1,0.267546
6083,6269,1,1,0.267546
2612,3061,1,1,0.267546
6008,6867,1,1,0.267546
6008,6269,1,1,0.267546
6008,6083,1,1,0.267546
4606,6083,1,1,0.267546
4606,6269,1,1,0.267546
17,3904,1,1,0.267546
4606,6008,1,1,0.267546
1339,6867,1,1,0.267546
1339,6269,1,1,0.267546
1339,6083,1,1,0.267546
1339,6008,1,1,0.267546
1339,4606,1,1,0.267546
1125,6008,1,1,0.267546
2363,4025,1,1,0.267546
2363,3836,1,1,0.267546
1125,6083,1,1,0.267546
6269,6867,1,1,0.267546
1125,6269,1,1,0.267546
97,3324,1,1,0.267546
3061,3836,1,1,0.267546
3364,5216,1,1,0.267546
1125,4606,1,1,0.267546
1125,1339,1,1,0.267546
690,2267,1,1,0.267546
3836,4025,1,1,0.267546
3487,5133,1,1,0.267546
1522,1614,1,1,0.267546
2363,2612,1,1,0.267546
3061,4025,1,1,0.267546
454,2578,1,1,0.267546
2225,5433,1,1,0.267546
1473,2196,1,1,0.267546
2612,4025,1,1,0.267546
2612,3836,1,1,0.267546
2363,3061,1,1,0.267546
1796,5453,1,1,0.265873
168,4043,1,1,0.265873
579,6267,1,1,0.265873
404,5714,1,1,0.265873
824,2137,1,1,0.265873
2393,3208,1,1,0.265873
49,5084,1,1,0.265873
2148,2190,1,1,0.265873
49,951,1,1,0.265873
951,3212,1,1,0.265873
779,2592,1,1,0.265873
1522,5084,1,1,0.265873
231,2668,1,1,0.265873
1289,2028,1,1,0.264257
956,2653,1,1,0.264257
3168,4025,1,1,0.264257
2926,5597,1,1,0.264257
1226,3051,1,1,0.262697
66,524,1,1,0.262697
1947,2488,1,1,0.262697
2256,2631,1,1,0.262697
187,2631,1,1,0.262697
1598,3051,1,1,0.262697
187,2256,1,1,0.262697
2033,6224,1,1,0.262697
1226,1598,1,1,0.262697
1352,4517,1,1,0.261189
1352,4507,1,1,0.261189
2354,4507,1,1,0.261189
4941,6693,1,1,0.261189
66,2923,1,1,0.261189
2354,4188,1,1,0.261189
528,4082,1,1,0.261189
2354,4517,1,1,0.261189
936,4721,1,1,0.261189
356,1320,1,1,0.261189
4188,4507,1,1,0.261189
1246,5661,1,1,0.261189
4188,4517,1,1,0.261189
4507,4517,1,1,0.261189
1352,4188,1,1,0.261189
528,553,1,1,0.261189
528,1052,1,1,0.261189
1929,2354,1,1,0.261189
528,3903,1,1,0.261189
553,1052,1,1,0.261189
553,3903,1,1,0.261189
1052,3903,1,1,0.261189
325,442,1,1,0.261189
325,1929,1,1,0.261189
325,2354,1,1,0.261189
325,2822,1,1,0.261189
325,4884,1,1,0.261189
442,1929,1,1,0.261189
442,2354,1,1,0.261189
542,3883,1,1,0.261189
442,2822,1,1,0.261189
1929,2822,1,1,0.261189
2822,4884,1,1,0.261189
2443,3166,1,1,0.261189
865,5782,1,1,0.261189
411,4470,1,1,0.261189
2696,3146,1,1,0.261189
1929,4884,1,1,0.261189
2701,5326,1,1,0.261189
2354,2822,1,1,0.261189
2354,4884,1,1,0.261189
4222,5641,1,1,0.261189
1352,2354,1,1,0.261189
494,1380,1,1,0.25973
2771,4364,1,1,0.25973
168,2522,1,1,0.25973
528,1380,1,1,0.25973
1052,4765,1,1,0.25973
4116,4151,1,1,0.25973
1345,4294,1,1,0.25973
2828,6397,1,1,0.25973
2828,3113,1,1,0.25973
2828,3111,1,1,0.25973
2458,6397,1,1,0.25973
2458,3113,1,1,0.25973
155,593,1,1,0.25973
2458,3111,1,1,0.25973
2458,2828,1,1,0.25973
1389,6397,1,1,0.25973
1389,3113,1,1,0.25973
1389,3111,1,1,0.25973
1389,2828,1,1,0.25973
1389,2458,1,1,0.25973
438,6397,1,1,0.25973
562,5362,1,1,0.25973
3111,3113,1,1,0.25973
3111,6397,1,1,0.25973
1389,4188,1,1,0.25973
593,6450,1,1,0.25973
3113,6397,1,1,0.25973
91,6310,1,1,0.25973
438,2409,1,1,0.25973
438,4668,1,1,0.25973
2409,4668,1,1,0.25973
3991,5344,1,1,0.25973
2817,6004,1,1,0.25973
896,1150,1,1,0.25973
896,2409,1,1,0.25973
1150,2409,1,1,0.25973
2294,4721,1,1,0.25973
155,4029,1,1,0.25973
155,6450,1,1,0.25973
1988,3831,1,1,0.258318
2185,6185,1,1,0.258318
2700,6597,1,1,0.258318
3766,4738,1,1,0.258318
1167,4302,1,1,0.258318
842,2741,1,1,0.258318
1565,2899,1,1,0.258318
4368,6693,1,1,0.258318
3712,4751,1,1,0.258318
3712,5363,1,1,0.258318
2822,3164,1,1,0.256949
1065,2763,1,1,0.256949
1065,2822,1,1,0.256949
1065,3164,1,1,0.256949
1065,4502,1,1,0.256949
2763,2822,1,1,0.256949
2763,3164,1,1,0.256949
2763,4502,1,1,0.256949
225,1998,1,1,0.256949
97,138,1,1,0.256949
5757,6867,1,1,0.256949
1186,1382,1,1,0.256949
1911,2367,1,1,0.256949
1911,3945,1,1,0.256949
2367,3945,1,1,0.256949
1304,2326,1,1,0.256949
2822,4502,1,1,0.256949
3164,4502,1,1,0.256949
37,4980,1,1,0.256949
2356,2610,1,1,0.256949
6052,6867,1,1,0.256949
4368,6011,1,1,0.256949
201,2536,1,1,0.256949
1608,5757,1,1,0.256949
1608,2495,1,1,0.256949
1608,6052,1,1,0.256949
2319,6523,1,1,0.256949
590,2347,1,1,0.256949
5757,6052,1,1,0.256949
1608,6867,1,1,0.256949
2495,3052,1,1,0.256949
2495,5757,1,1,0.256949
2495,6052,1,1,0.256949
2495,6867,1,1,0.256949
3052,5757,1,1,0.256949
3052,6052,1,1,0.256949
3052,6867,1,1,0.256949
1120,2347,1,1,0.256949
1484,6517,1,1,0.256949
1608,3052,1,1,0.256949
2892,6052,1,1,0.255622
6164,6825,1,1,0.255622
5863,6825,1,1,0.255622
5863,6164,1,1,0.255622
4884,5863,1,1,0.255622
4884,6164,1,1,0.255622
4884,6825,1,1,0.255622
494,5863,1,1,0.255622
2363,5486,1,1,0.255622
3478,5145,1,1,0.255622
442,6825,1,1,0.255622
442,6164,1,1,0.255622
442,5863,1,1,0.255622
442,4478,1,1,0.255622
442,830,1,1,0.255622
442,494,1,1,0.255622
5145,5486,1,1,0.255622
3478,5486,1,1,0.255622
275,1206,1,1,0.255622
494,4478,1,1,0.255622
5293,6867,1,1,0.255622
4463,6178,1,1,0.255622
4478,6825,1,1,0.255622
2363,5145,1,1,0.255622
2363,3478,1,1,0.255622
243,1277,1,1,0.255622
1186,5486,1,1,0.255622
1186,5145,1,1,0.255622
494,830,1,1,0.255622
1186,2363,1,1,0.255622
4478,5863,1,1,0.255622
830,5863,1,1,0.255622
494,6164,1,1,0.255622
494,6825,1,1,0.255622
98,3168,1,1,0.255622
830,4478,1,1,0.255622
4478,4884,1,1,0.255622
4478,6164,1,1,0.255622
830,4884,1,1,0.255622
830,6825,1,1,0.255622
830,6164,1,1,0.255622
494,4884,1,1,0.255622
3697,6185,1,1,0.254335
1028,1377,1,1,0.254335
2665,3138,1,1,0.254335
3525,5142,1,1,0.254335
2354,3412,1,1,0.254335
3138,4443,1,1,0.254335
2721,4443,1,1,0.254335
1577,3533,1,1,0.254335
2771,5367,1,1,0.253085
2771,5988,1,1,0.253085
1155,6268,1,1,0.253085
971,1155,1,1,0.253085
1979,3504,1,1,0.253085
1155,2665,1,1,0.253085
1155,1980,1,1,0.253085
1155,2661,1,1,0.253085
5875,6268,1,1,0.253085
251,865,1,1,0.253085
1155,5875,1,1,0.253085
1608,4010,1,1,0.253085
1167,2676,1,1,0.253085
83,4769,1,1,0.253085
6427,6841,1,1,0.253085
2519,6427,1,1,0.253085
326,1963,1,1,0.253085
370,4668,1,1,0.253085
1028,6597,1,1,0.253085
1028,3510,1,1,0.253085
1619,5984,1,1,0.253085
83,1389,1,1,0.253085
3928,4171,1,1,0.251871
5348,6040,1,1,0.251871
528,4327,1,1,0.251871
4499,6772,1,1,0.251871
1285,2704,1,1,0.25069
0,372,1,1,0.25069
3411,4668,1,1,0.25069
830,1285,1,1,0.25069
2811,6794,1,1,0.25069
712,5639,1,1,0.25069
1211,3204,1,1,0.25069
918,3204,1,1,0.25069
