venue_id,lat,lng,category_id,category,city,km
1165539,40.75651985,-73.9993527333,121,Corporate Office,New York,9.6
1165590,34.011842,-118.4011107,137,Aquatics,Los Angeles,13.991
1165728,40.7205543167,-74.0385135667,170,Warehouse & Industrial,New York,11.321
1165766,40.8716633535,-73.9128615183,36,Technology,New York,18.225
1165920,40.71990125,-74.0046118667,121,Corporate Office,New York,8.482
1165968,40.7358324667,-73.9589543333,37,Playground,New York,5.492
1166015,40.725297,-73.999904,36,Technology,New York,8.211
1166043,41.8612006018,-87.6267470043,29,Condo,Chicago,4.038
1166051,40.713191672,-74.011040208,121,Corporate Office,New York,8.938
1166071,40.71637314,-74.01107823,110,Bakery,New York,8.971
1166114,33.8112681667,-118.2917898667,202,Discount Store,Los Angeles,21.338
1166179,40.7287055254,-73.9942717552,222,,New York,7.853
1166240,41.8943828344,-87.622436285,61,Sports & Outdoors,Chicago,7.703
1166246,40.730239749,-73.9930915833,473,Gap,New York,7.811
1166268,40.7577691167,-73.98270945,17,BBQ,New York,8.568
1166353,40.7541077,-73.98584265,101,Sandwich Shop,New York,8.519
1166358,40.7599957483,-73.979098576,101,Sandwich Shop,New York,8.505
1166365,40.7686955018,-73.9826631546,16,American,New York,9.397
1166375,40.7119486833,-73.957397,159,Sushi,New York,4.42
1166428,34.033121,-118.127828,124,Diner,Los Angeles,11.847
1166442,40.7355026333,-74.1689501167,186,Bank & Financial,New York,22.435
1166511,34.0896929,-118.3301158,59,Other - Art & Culture,Los Angeles,12.408
1166534,40.7594898833,-74.0225867667,101,Sandwich Shop,New York,11.433
1166564,40.7389448041,-73.9873958524,121,Corporate Office,New York,7.738
1166576,40.7389448041,-73.9873958524,121,Corporate Office,New York,7.738
1166605,41.89178055,-87.60769987,64,Other - Food ,Chicago,7.769
1166635,40.7221728721,-73.9973387476,16,American,New York,7.924
1166647,40.7580347275,-73.978076142,913,Frozen Yogurt,New York,8.294
1166657,34.09133465,-118.2789855833,32,Live Music,Los Angeles,10.501
1166708,34.1476821055,-118.1491699587,123,Breakfast,Los Angeles,18.866
1166712,41.9016110833,-87.6205572167,99,Beach,Chicago,8.522
1166761,41.88179063,-87.63356471,86,Seafood,Chicago,6.176
1166830,40.7435742311,-73.9931868757,217,Other - Services,New York,8.408
1166839,40.6552602167,-73.9035665,217,Other - Services,New York,5.851
1166848,40.6543476333,-73.91733015,201,Drugstore & Pharmacy,New York,6.037
1166849,40.8030056333,-73.9638043333,117,Salon & Barbershop,New York,11.673
1166901,34.0630945712,-118.2968974113,18,Asian,Los Angeles,8.24
1166936,40.6317225667,-74.0075778833,20,Apartment,New York,12.091
1166941,40.9032797773,-73.8659226894,24,Pub,New York,21.98
1166948,40.8815945167,-73.8824778333,240,Shoes,New York,19.413
1166950,34.1466022833,-118.2890921833,359,Other - Zoo,Los Angeles,16.694
1166987,40.7636168671,-73.988660574,15,Mexican,New York,9.372
1166991,40.8819825667,-73.8819632667,36,Technology,New York,19.46
1167005,40.7471460833,-73.9895551833,117,Salon & Barbershop,New York,8.34
1167015,40.7640638026,-73.988724947,101,Sandwich Shop,New York,9.409
1167044,33.9712822437,-118.1876242161,217,Other - Services,Los Angeles,6.578
1167070,40.718791,-74.041773,21,Home,New York,11.572
1167074,40.8092507718,-73.9492227155,217,Other - Services,New York,11.867
1167079,40.88105785,-73.8831146167,112,Music,New York,19.348
1167106,40.869261,-73.875109,60,Other - Architecture,New York,18.125
1167119,40.667308,-73.7074465333,153,Other - College & Education,New York,17.276
1167167,41.87794035,-87.62271267,232,Conference,Chicago,5.918
1167174,34.1836966645,-118.3069493594,102,Library,Los Angeles,21.088
1167192,34.0735055702,-118.3806289488,190,Dentist,Los Angeles,14.549
1167223,41.6602581739,-87.7945965528,106,Grocery,Chicago,22.442
1167273,34.1231162167,-118.26969015,42,Golf Course,Los Angeles,13.809
1167309,40.75486,-73.996109,369,Exhibit,New York,9.27
1167324,33.8321954833,-118.0403254667,192,,Los Angeles,26.88
1167329,41.9773935498,-87.6795861125,119,Gas & Automotive,Chicago,17.07
1167343,34.067107485,-118.4049783072,101,Sandwich Shop,Los Angeles,16.113
1167368,33.8595666,-118.1247208167,192,,Los Angeles,19.428
1167373,40.67492195,-73.97619285,118,Health & Fitness,New York,7.015
1167414,40.6734767,-73.9763895167,163,Paper Goods,New York,7.114
1167419,40.6675172956,-73.987496637,15,Mexican,New York,8.26
1167429,40.655182937,-73.9612913132,106,Grocery,New York,7.527
1167441,33.8321221333,-118.0456095667,154,Burgers,Los Angeles,26.537
1167475,34.145835042,-118.1308579445,18,Asian,Los Angeles,19.58
1167505,40.6720514667,-73.9504225333,106,Grocery,New York,5.511
1167516,40.62042689,-73.92663413,224,Terminal,New York,9.889
1167524,40.67383503,-73.97583037,217,Other - Services,New York,7.053
1167528,40.5835029,-73.6608094333,99,Beach,New York,24.829
1167544,33.858517,-118.137705,371,Cause,Los Angeles,18.838
1167563,40.7631820667,-73.9671836667,19,Italian,New York,8.067
1167570,41.7185778,-87.8126383,154,Burgers,Chicago,18.602
1167602,33.9988243333,-118.4288475333,186,Bank & Financial,Los Angeles,16.488
1167615,40.7460096,-73.9941778333,229,Flower Shop,New York,8.612
1167629,34.156868,-118.452078,118,Health & Fitness,Los Angeles,25.507
1167650,41.9469769167,-87.6848018,221,,Chicago,13.867
1167659,40.7629745,-73.98571789,18,Asian,New York,9.14
1167665,34.1579530167,-118.37101005,58,Other - Entertainment,Los Angeles,20.801
1167670,40.7358828413,-73.9903695089,234,Special Event,New York,7.822
1167718,40.7179282849,-73.9980107546,19,Italian,New York,7.899
1167736,40.6569291315,-73.645008548,19,Italian,New York,22.662
1167834,34.1436725,-118.1321124333,100,Steakhouse,Los Angeles,19.316
1167880,40.7268561167,-73.9926926,166,Historic Landmark,New York,7.667
1167891,40.7945052164,-73.9635765553,106,Grocery,New York,10.815
1167902,41.952983737,-87.654311657,155,Pizza,Chicago,14.1
1167921,41.6505879333,-87.7601720667,40,Nature Preserve,Chicago,21.911
1167941,33.89208705,-118.2914683167,119,Gas & Automotive,Los Angeles,12.595
1167948,40.7443276035,-73.9835428826,155,Pizza,New York,7.745
1167950,34.2052243667,-118.2267274167,81,South American / Latin,Los Angeles,22.92
1167970,41.8862006149,-87.6246943456,121,Corporate Office,Chicago,6.774
1168010,40.7256674379,-73.9855317492,28,Dive Bar,New York,7.051
1168034,33.847435515,-118.1419747901,119,Gas & Automotive,Los Angeles,19.676
1168036,40.7404827471,-73.9821421256,913,Frozen Yogurt,New York,7.427
1168049,41.897025,-87.627024,155,Pizza,Chicago,7.926
1168068,34.1252260167,-118.2316663,361,Doughnuts,Los Angeles,14.026
1168070,34.15223025,-118.3472480833,98,Mediterranean,Los Angeles,19.151
1168079,34.1526,-118.3470135,98,Mediterranean,Los Angeles,19.177
1168082,41.9395737833,-87.6586901167,242,Movie Rental,Chicago,12.65
1168086,34.14566075,-118.15000653,110,Bakery,Los Angeles,18.632
1168093,34.0127478833,-118.1200982167,154,Burgers,Los Angeles,12.058
1168095,33.8383168667,-118.36298735,106,Grocery,Los Angeles,20.783
1168149,40.7500129938,-73.978087306,43,Antique Hotel,New York,7.723
1168159,33.9172036571,-117.9634583369,54,Other - Shopping,Los Angeles,27.986
1168178,41.894957,-87.637301,24,Pub,Chicago,7.614
1168192,33.91751742,-117.96783673,16,American,Los Angeles,27.593
1168280,34.01999759,-117.95864689,202,Discount Store,Los Angeles,26.947
1168290,40.72978603,-73.99137997,25,Dancefloor,New York,7.658
1168322,40.75375658,-73.99620878,20,Apartment,New York,9.209
1168335,41.92498225,-87.70038615,106,Grocery,Chicago,11.989
1169263,40.73157763,-74.06423562,121,Corporate Office,New York,13.657
1169264,41.9293105602,-87.86467731,464,Walgreens,Chicago,21.739
1169304,40.607185,-73.920199,112,Music,New York,11.266
1169659,41.8101640142,-87.8982961178,125,City Hall,Chicago,21.375
1169732,40.6879399211,-73.9625546337,84,African,New York,5.316
1169733,41.8482301435,-87.9551482615,121,Corporate Office,Chicago,26.112
1169823,40.6080230572,-74.0242695808,132,Hospital,New York,14.969
1169828,40.7894142403,-73.9700467749,192,,New York,10.585
1169882,40.6792385733,-73.9680933952,97,Saloon,New York,6.182
1169886,40.7050056325,-73.9171211409,1,Coffee Shop,New York,1.051
1169949,40.6720933847,-73.9576113224,217,Other - Services,New York,5.943
1169974,34.1593057549,-118.3394265175,153,Other - College & Education,Los Angeles,19.535
1170033,40.6353518436,-73.9629904249,155,Pizza,New York,9.42
1170034,40.7163190842,-73.744584918,217,Other - Services,New York,13.573
1170038,40.7286759908,-74.0093351866,232,Conference,New York,9.073
1170047,40.85183075,-74.0676528167,224,Terminal,New York,21.054
1170068,41.9803635655,-87.9057075734,19,Italian,Chicago,27.774
1170070,41.88714134,-87.63065969,1,Coffee Shop,Chicago,6.795
1170219,34.1457175,-118.1493324,123,Breakfast,Los Angeles,18.668
1170333,41.89987095,-87.9403570833,19,Italian,Chicago,26.073
1170347,40.71198564,-74.01349169,234,Special Event,New York,9.136
1170390,40.7530794,-73.99900042,121,Corporate Office,New York,9.365
1170442,34.1587069527,-118.2561146711,232,Conference,Los Angeles,17.656
1170496,40.7601441333,-73.9772168,18,Asian,New York,8.401
1170503,40.71976751,-73.94413095,153,Other - College & Education,New York,3.535
1170583,40.6947964647,-73.9947122303,18,Asian,New York,7.681
1170628,34.1556020667,-118.4762393,190,Dentist,Los Angeles,27.084
1170638,40.745641,-73.982599,121,Corporate Office,New York,7.755
1170664,40.7070366877,-74.0069856138,101,Sandwich Shop,New York,8.577
1170693,40.7789867125,-73.9542404321,186,Bank & Financial,New York,8.921
1170765,41.9250509333,-87.6922570833,217,Other - Services,Chicago,11.738
1170912,34.0527677536,-118.3143317699,119,Gas & Automotive,Los Angeles,8.341
1170914,34.147538,-118.339869,58,Other - Entertainment,Los Angeles,18.375
1170946,34.16093565,-118.2551439833,101,Sandwich Shop,Los Angeles,17.901
1171021,34.0245562792,-118.4603619576,202,Discount Store,Los Angeles,19.581
1171055,40.584764695,-74.152725935,68,Contemporary Church,New York,24.967
1171085,34.0623051833,-118.347651,54,Other - Shopping,Los Angeles,11.356
1171127,34.0195298195,-118.1541770697,15,Mexican,Los Angeles,9.095
1171159,34.0651246667,-118.4692838833,110,Bakery,Los Angeles,21.465
1171160,33.9535879167,-118.1311533667,454,Subway,Los Angeles,12.113
1171180,33.8211804628,-118.3515018225,167,Brewery / Microbrewery,Los Angeles,21.98
1171224,34.1497770833,-118.3428340167,19,Italian,Los Angeles,18.721
1171321,34.0839104,-118.102265,89,Craftsman,Los Angeles,16.503
1171492,40.8803576231,-73.904004693,123,Breakfast,New York,19.181
1171559,40.750793,-73.85036,95,Train Station,New York,6.646
1171568,33.8306593895,-118.030988574,443,The Home Depot,Los Angeles,27.623
1171613,41.9248429195,-87.6569303782,54,Other - Shopping,Chicago,11.006
1171632,41.784954071,-87.6011824608,1,Coffee Shop,Chicago,5.696
1171671,40.7692300646,-73.9630257518,155,Pizza,New York,8.383
1171692,40.7493864977,-74.0075325966,38,City Park,New York,9.779
1171732,33.817049861,-118.0712753534,15,Mexican,Los Angeles,26.189
1171739,33.9163825667,-118.0104572667,192,,Los Angeles,23.97
1171750,40.7191927537,-74.0350949764,160,Indian,New York,11.017
1171751,40.7337803876,-73.990040849,117,Salon & Barbershop,New York,7.706
1171762,40.7406565971,-74.0078866482,241,Bar,New York,9.387
1171768,33.83712,-118.087893,54,Other - Shopping,Los Angeles,23.49
1171804,34.08823198,-118.37992209,49,Luxury Hotel,Los Angeles,15.477
1171808,40.6766204511,-73.972211073,106,Grocery,New York,6.63
1171927,40.7267553327,-74.0328252661,86,Seafood,New York,10.956
1171985,40.7544600964,-73.9740800858,241,Bar,New York,7.778
1172024,40.7420179011,-73.9501613151,128,Bridge,New York,5.362
1172036,41.9502666869,-87.642788887,38,City Park,Chicago,13.758
1172076,40.8156841993,-73.9401876926,106,Grocery,New York,12.345
1172124,33.803238,-118.0688023,67,Wings,Los Angeles,27.538
1172139,34.1460697333,-118.147738,15,Mexican,Los Angeles,18.776
1172143,34.0171265602,-118.4699213505,138,Campus Commons,Los Angeles,20.361
1172199,40.717776,-73.99684,18,Asian,New York,7.799
1172201,34.1590974167,-118.4171310167,141,Hall,Los Angeles,23.45
1172211,40.6617981921,-73.7179155266,222,,New York,16.605
1172215,40.6617981921,-73.7179155266,222,,New York,16.605
1172218,40.7237347333,-74.0084012667,370,Party,New York,8.872
1172232,40.73463481,-73.99986618,80,Dessert,New York,8.512
1172245,40.733201,-74.002284,187,Hot Dogs & Sausages,New York,8.65
1172246,33.87267094,-118.35248297,222,,Los Angeles,17.025
1172260,34.1838297252,-118.3109369585,136,Arts,Los Angeles,21.197
1172271,40.76156413,-73.98417025,159,Sushi,New York,8.938
1172278,34.1297998,-118.0296671333,18,Asian,Los Angeles,24.904
1172296,33.9828303333,-118.4429260167,102,Library,Los Angeles,17.889
1172308,34.0121515033,-118.4878228081,234,Special Event,Los Angeles,21.964
1172319,40.7556188107,-74.1554886103,241,Bar,New York,21.745
1172329,40.7547314049,-73.9869098871,155,Pizza,New York,8.632
1172395,33.8287502833,-118.0842720167,222,,Los Angeles,24.423
1172399,41.6165225333,-87.7953856333,119,Gas & Automotive,Chicago,26.626
1172400,34.0933333333,-118.1280555556,159,Sushi,Los Angeles,15.295
1172410,34.0719884634,-118.3606535196,171,Tea Room,Los Angeles,12.963
1172418,41.9447869062,-87.6540917158,130,Sports Bar,Chicago,13.19
1172423,41.87650505,-87.6326663333,82,French,Chicago,5.601
1172428,41.9023062303,-87.6283749097,130,Sports Bar,Chicago,8.492
1172439,34.0853489667,-118.29168915,15,Mexican,Los Angeles,10.238
1172448,40.8416104317,-73.940128684,118,Health & Fitness,New York,15.159
1172496,41.944576,-87.654781,241,Bar,Chicago,13.172
1172567,40.743387,-73.999366,139,Dormitory,New York,8.861
1172592,40.70698761,-73.92006444,185,Castle,New York,1.254
1172873,34.069779,-118.217846,28,Dive Bar,Los Angeles,8.305
1173164,40.5838241993,-74.1531981988,387,Concert,New York,25.058
1173223,40.7197017,-74.04269689,87,Duplex,New York,11.66
1173250,40.7455309,-74.1641047833,449,,New York,22.212
1173431,40.7252802635,-74.0057452353,232,Conference,New York,8.689
1173484,40.911262,-73.782481,46,Bus Station,New York,24.865
1173504,40.7406172167,-73.9929389333,54,Other - Shopping,New York,8.239
1173651,33.97179027,-118.24268264,38,City Park,Los Angeles,3.209
1173717,40.71483522,-74.00806975,192,,New York,8.702
1173779,40.8114326648,-74.0695950927,234,Special Event,New York,18.007
1173887,33.9162802148,-118.386772871,94,Light Rail,Los Angeles,15.678
1173969,40.7788681984,-74.1771233082,119,Gas & Automotive,New York,24.228
1174053,41.8075649946,-87.9103660583,218,Government,Chicago,22.398
1174129,40.7373275925,-73.9892720499,121,Corporate Office,New York,7.803
1174144,41.732109189,-87.5860601664,26,Ultra-lounge,Chicago,11.456
1174223,41.7207741737,-87.581564784,36,Technology,Chicago,12.762
1174347,41.871492,-87.6245138,141,Hall,Chicago,5.188
1174349,34.0530069,-118.2531957833,433,Starbucks,Los Angeles,5.901
1174362,41.61690455,-87.8089059667,39,Regional / State Park,Chicago,27.146
1174456,41.9791030884,-87.6782315969,60,Other - Architecture,Chicago,17.237
1174554,40.7553673072,-73.9895515829,18,Asian,New York,8.853
1174572,40.6746212,-73.9760170167,106,Grocery,New York,7.02
1174578,34.0430230998,-118.2671570778,374,Sports,Los Angeles,5.038
1174642,40.9169079833,-74.0766737667,221,,New York,27.358
1174695,41.9540668667,-87.6752050167,124,Diner,Chicago,14.455
1174719,41.9758192849,-87.7101901174,101,Sandwich Shop,Chicago,17.55
1174731,41.6604330833,-87.7953526,16,American,Chicago,22.462
1174738,40.76859545,-73.9609183833,55,Other - Parks ,New York,8.223
1174761,40.828011632,-73.9201945066,64,Other - Food ,New York,13.419
1174793,40.76144272,-73.97312068,101,Sandwich Shop,New York,8.259
1174811,40.76278042,-73.98201519,19,Italian,New York,8.896
1174825,40.76262176,-73.97897052,217,Other - Services,New York,8.699
1174856,40.7097432162,-74.0064704418,363,Chipotle,New York,8.535
1174893,40.7636948638,-73.9755552506,188,Gallery,New York,8.582
1174905,41.8959224224,-87.6764452457,117,Salon & Barbershop,Chicago,8.245
1174919,40.706718082,-74.0087703421,121,Corporate Office,New York,8.728
1174927,42.01168335,-87.7810992,15,Mexican,Chicago,23.613
1174950,41.7918331,-87.80160152,15,Mexican,Chicago,13.836
1174954,40.88788565,-73.8311857167,95,Train Station,New York,20.966
1175072,33.85854323,-118.11771979,154,Burgers,Los Angeles,19.909
1175079,40.6956774321,-74.1778035649,94,Light Rail,New York,23.017
1175085,41.8096522156,-87.9003560543,165,Plaza / Square,Chicago,21.55
1175107,41.8097321844,-87.9009193182,166,Historic Landmark,Chicago,21.596
1175121,41.8822227748,-87.6391196251,98,Mediterranean,Chicago,6.194
1175158,42.0469600833,-87.6816119833,150,Fountain,Chicago,24.735
1175215,41.9679159,-87.7587721833,54,Other - Shopping,Chicago,18.484
1175216,40.7556905352,-73.9896071705,67,Wings,New York,8.878
1175231,41.8893395255,-87.6301717758,121,Corporate Office,Chicago,7.043
1175265,40.7890586882,-73.9540788594,132,Hospital,New York,9.922
1175365,40.76399421,-74.14997154,117,Salon & Barbershop,New York,21.544
1175366,40.7406584,-73.991968,59,Other - Art & Culture,New York,8.168
1175371,34.1624218378,-118.3279037476,217,Other - Services,Los Angeles,19.433
1175381,40.74173355,-73.99013245,36,Technology,New York,8.085
1175435,40.7526700743,-73.9698207378,19,Italian,New York,7.378
1175443,33.7727665001,-118.189331051,454,Subway,Los Angeles,25.881
1175444,34.0433964167,-118.2610012167,38,City Park,Los Angeles,4.931
1175466,40.8862729641,-73.8276274502,124,Diner,New York,20.886
1175473,40.8939750293,-73.8568950444,237,Soul Food,New York,21.091
1175484,40.8186708941,-73.9167679846,15,Mexican,New York,12.359
1175491,40.7430952322,-73.855150938,912,Snow Cones,New York,5.759
1175509,40.6993081329,-73.8334786892,173,Pet Store,New York,6.123
1175513,40.747507,-73.989425,109,Tobacco & Cigars,New York,8.352
1175519,40.7578958283,-73.9896047115,103,Theatre,New York,9.027
1175533,40.8593710554,-73.8826704025,139,Dormitory,New York,16.954
1175572,40.723712707,-73.9893188509,18,Asian,New York,7.302
1175575,41.6047636667,-87.7916198833,202,Discount Store,Chicago,27.638
1175596,40.8626735368,-73.8841187954,145,Student Center,New York,17.306
1175623,33.926093485,-118.379959575,217,Other - Services,Los Angeles,14.532
1175624,40.8622597214,-73.888002634,138,Campus Commons,New York,17.229
1175637,33.76994995,-118.1780849167,121,Corporate Office,Los Angeles,26.428
1175639,40.863462,-73.888045,102,Library,New York,17.362
1175645,33.8700987,-118.3546754833,11,Mall,Los Angeles,17.375
1175682,34.051608,-118.248946,19,Italian,Los Angeles,5.739
1175719,34.0927095,-118.3267372167,202,Discount Store,Los Angeles,12.5
1175847,40.8612535711,-73.8826918602,79,Stadium,New York,17.161
1175851,34.0530735254,-118.2532954216,80,Dessert,Los Angeles,5.909
1175855,40.8620649838,-73.8839900494,223,Basketball Court,New York,17.239
1175857,34.1364732,-118.1527471667,18,Asian,Los Angeles,17.622
1175873,34.0524014069,-118.4393070421,112,Music,Los Angeles,18.393
1175876,40.8625437126,-73.885256052,141,Hall,New York,17.282
1175880,40.8620325275,-73.8863182068,135,Administration,New York,17.217
1175903,40.75431323,-73.94920903,69,Mission,New York,6.356
1175937,40.7654645767,-73.9831109513,160,Indian,New York,9.169
1176043,34.0533190526,-118.2655909365,190,Dentist,Los Angeles,6.1
1176061,33.9015545667,-118.2928354667,86,Seafood,Los Angeles,11.638
1176067,34.17242165,-118.3345024167,15,Mexican,Los Angeles,20.691
1176076,33.9168322216,-118.3952379227,121,Corporate Office,Los Angeles,16.278
1176100,40.72395095,-73.99347715,222,,New York,7.649
1176128,34.00445175,-118.4090419333,119,Gas & Automotive,Los Angeles,14.669
1176132,40.7364222667,-73.9935754833,53,Furniture,New York,8.094
1176140,34.0837269333,-118.3523632667,222,,Los Angeles,13.252
1176154,40.6995454,-73.99039555,166,Historic Landmark,New York,7.238
1176155,40.7642058459,-73.9712948096,121,Corporate Office,New York,8.38
1176243,40.74621945,-73.97983396,118,Health & Fitness,New York,7.596
1176245,33.7673694333,-118.1849642333,121,Corporate Office,Los Angeles,26.555
1176252,34.0752116993,-118.376702216,239,Accessories,Los Angeles,14.361
1176349,40.7438275,-73.9243947,98,Mediterranean,New York,4.313
1176371,40.7024071085,-73.9897978306,96,Bookstore,New York,7.154
1176399,40.7089806764,-74.0119174488,221,,New York,8.993
1176455,40.7264050522,-74.0043354034,31,Performing Arts,New York,8.603
1176456,41.8792033078,-87.6371991634,121,Corporate Office,Chicago,5.865
1176529,40.7282392788,-74.0045454329,371,Cause,New York,8.671
1176534,40.7277416858,-73.9933361191,58,Other - Entertainment,New York,7.747
1176537,40.7603394985,-74.15553689,92,Bed & Breakfast,New York,21.882
1176556,41.7941217833,-87.8743977167,153,Other - College & Education,Chicago,19.653
1176569,40.66361479,-73.707178831,55,Other - Parks ,New York,17.41
1176578,41.734222,-87.695891,38,City Park,Chicago,11.22
1176597,40.87073275,-73.8468686667,64,Other - Food ,New York,18.765
1176645,40.7176088368,-73.9580191277,159,Sushi,New York,4.579
1176646,33.80566585,-118.1848151333,210,Other - Medical,Los Angeles,22.431
1176647,33.8056619667,-118.1848093333,210,Other - Medical,Los Angeles,22.432
1176653,34.1721488833,-118.3677106667,119,Gas & Automotive,Los Angeles,21.998
1176679,41.8960028887,-87.6758658886,106,Grocery,Chicago,8.237
1176686,34.0573755167,-118.2944952333,18,Asian,Los Angeles,7.584
1176709,34.0764625167,-118.3585729,119,Gas & Automotive,Los Angeles,13.129
1176728,40.7426315546,-74.1751760244,139,Dormitory,New York,23.074
1176738,34.147501883,-118.148851967,171,Tea Room,Los Angeles,18.863
1176745,34.0178863122,-118.4967874009,121,Corporate Office,Los Angeles,22.834
1176786,40.724702,-73.984441,370,Party,New York,6.933
1176793,40.684616539,-73.844958544,177,Karaoke,New York,5.701
1176812,34.0315158,-118.4451754,454,Subway,Los Angeles,18.327
1176832,34.1171848333,-118.1136012667,153,Other - College & Education,Los Angeles,18.102
1176846,33.8626516,-118.09284,64,Other - Food ,Los Angeles,21.059
1176869,40.6945536167,-73.9529955167,241,Bar,New York,4.289
1176873,34.1733607,-118.37984675,237,Soul Food,Los Angeles,22.684
1176900,34.0581385,-118.41882035,908,Chocolate,Los Angeles,16.847
1176929,33.9603566667,-118.4461958667,185,Castle,Los Angeles,18.62
1176934,34.1749691963,-118.36124897,68,Contemporary Church,Los Angeles,21.988
1176950,40.5835441667,-73.6594245,99,Beach,New York,24.924
1176952,40.8068673167,-74.0738057,32,Live Music,New York,17.966
1176957,34.1018838667,-118.29429505,103,Theatre,Los Angeles,12.041
1176959,34.0602212475,-118.4131850508,218,Government,Los Angeles,16.461
1176980,40.739289,-73.987616,58,Other - Entertainment,New York,7.772
1176989,34.0128593,-118.496253,241,Bar,Los Angeles,22.744
1177021,41.8840998848,-87.6507496834,98,Mediterranean,Chicago,6.447
1177053,41.8964395112,-87.6678085327,241,Bar,Chicago,8.076
1177151,33.95934259,-118.39388787,47,Modern Hotel,Los Angeles,14.017
1177155,40.730901,-73.998885,24,Pub,New York,8.298
1177219,34.09063011,-118.38332104,32,Live Music,Los Angeles,15.888
1177389,33.7894987167,-118.3108190667,28,Dive Bar,Los Angeles,24.071
1177397,34.1893361632,-118.1314736638,188,Gallery,Los Angeles,23.714
1178184,40.7225390561,-73.9990127661,121,Corporate Office,New York,8.07
1178205,41.909070611,-87.8655302525,106,Grocery,Chicago,20.711
1178279,40.716980858,-74.033624211,121,Corporate Office,New York,10.869
1178298,34.155201215,-118.25611017,406,AT&T,Los Angeles,17.267
1178517,41.7206136049,-87.7033917902,80,Dessert,Chicago,12.855
1178530,34.0096983667,-118.1074451833,16,American,Los Angeles,13.185
1178666,34.1614479667,-118.1470548,153,Other - College & Education,Los Angeles,20.302
1178717,34.02719495,-118.2270533333,170,Warehouse & Industrial,Los Angeles,3.69
1179053,40.8196228858,-73.9593493938,135,Administration,New York,13.236
1179101,40.5837492,-73.950777483,117,Salon & Barbershop,New York,14.326
1179208,40.6948668298,-73.9949905872,117,Salon & Barbershop,New York,7.703
1179280,40.79502645,-73.9714783,16,American,New York,11.183
1179292,33.8306733833,-118.1844585333,62,Toys & Games,Los Angeles,19.776
1179314,34.1516820221,-118.250550248,121,Corporate Office,Los Angeles,16.866
1179342,40.9408468008,-73.8338059187,418,Running,New York,26.595
1179359,34.0573882877,-118.4235795635,218,Government,Los Angeles,17.222
1179377,41.88053339,-87.63553506,461,Potbelly,Chicago,6.022
1179457,42.0613694245,-87.7526780385,15,Mexican,Chicago,27.689
1179461,41.9115650654,-87.8061407804,18,Asian,Chicago,16.604
1179468,40.837533474,-74.0994679928,18,Asian,New York,21.804
1179529,40.7974340507,-74.1818090679,18,Asian,New York,25.336
1179533,34.14411485,-118.2440961,117,Salon & Barbershop,Los Angeles,16.034
1179586,34.0439609167,-118.4414089333,57,Other - Travel & Lodging,Los Angeles,18.305
1179623,33.850788631,-118.385560513,56,Other - Nightlife ,Los Angeles,20.778
1179734,41.8958691614,-87.6341663868,53,Furniture,Chicago,7.731
1179839,40.743573383,-73.982887967,106,Grocery,New York,7.654
1179862,40.72201532,-74.00536948,186,Bank & Financial,New York,8.585
1179915,34.0025416,-118.166500167,18,Asian Food,Los Angeles,7.703
1179934,40.72258251,-73.99773353,222,,New York,7.966
1179941,33.81874334,-118.35117393,18,Asian,Los Angeles,22.213
1180038,40.7277245516,-74.0450463267,38,City Park,New York,11.988
1180057,34.0302281,-118.4681672167,30,Cineplex,Los Angeles,20.387
1180095,40.9107577801,-73.7780481577,46,Bus Station,New York,24.971
1180235,34.05492,-118.253028,19,Italian,Los Angeles,6.113
1180241,33.9818763,-118.4052403,16,American,Los Angeles,14.453
1180247,34.051608,-118.248946,15,Mexican,Los Angeles,5.739
1180291,34.0442746241,-118.4497692141,126,Courthouse,Los Angeles,19.058
1180293,34.15191,-118.444374,86,Seafood,Los Angeles,24.613
1180304,40.7654858498,-74.0707576275,20,Apartment,New York,15.347
1180337,34.0245612167,-118.3947952833,19,Italian,Los Angeles,13.622
1180354,33.775192867,-118.137692133,80,Dessert,Los Angeles,27.062
1180365,41.889239,-87.634185,64,Other - Food ,Chicago,6.996
1180392,40.701112,-73.991613,36,Technology,New York,7.32
1180423,33.9015527766,-118.3626008034,160,Indian,Los Angeles,15.09
1180445,41.6716521978,-87.7784013748,119,Gas & Automotive,Chicago,20.64
1180475,33.89477849,-118.10474914,61,Sports & Outdoors,Los Angeles,17.788
1180500,40.7473364,-73.9914440167,121,Corporate Office,New York,8.487
1180539,34.1291784,-118.09187853,454,Subway,Los Angeles,20.457
1180607,40.754906575,-73.981123517,208,Other - Place of Worship,New York,8.261
1180615,40.718391478,-73.998091748,19,Italian,New York,7.913
1180628,40.7187779087,-74.0063844531,27,Wine Bar,New York,8.611
1180642,41.9218915701,-87.6752597094,119,Gas & Automotive,Chicago,10.969
1180643,34.0534007549,-118.4311527014,82,French,Los Angeles,17.719
1180646,41.9218701124,-87.675281167,119,Gas & Automotive,Chicago,10.967
1180695,40.70610885,-73.81872342,221,,New York,7.295
1180721,40.740135181,-73.989562999,217,Other - Services,New York,7.961
1180738,34.1884914,-118.4168071833,106,Grocery,Los Angeles,25.985
1180763,40.72562384,-73.99652409,54,Other - Shopping,New York,7.943
1180777,34.10780475,-118.0527699333,201,Drugstore & Pharmacy,Los Angeles,21.768
1180884,40.72494867,-73.998375524,217,Other - Services,New York,8.076
