userid,n_in_region,n_in_region_raw,n_global
232397,1,1,4
232432,1,1,243
232451,1,1,274
232499,1,1,58
232516,14,14,22
232525,1,1,69
232548,3,3,75
232571,26,26,26
232582,38,44,391
232586,1,1,34
232591,30,32,247
232604,2,2,18
232635,1,1,58
232647,13,13,73
232648,100,101,111
232658,6,6,37
232690,190,190,205
232714,101,102,199
232717,27,28,527
232725,17,17,21
232734,301,315,370
232748,1,1,2
232762,1,1,79
232856,12,13,434
232873,37,37,335
232886,10,10,98
232894,2,2,29
232995,1,1,1200
232997,3,3,50
233064,16,17,67
233122,60,63,88
233123,4,4,132
233167,142,143,165
233181,27,27,577
233188,1557,1654,6881
233189,1325,1341,9592
233202,22,22,82
233214,298,314,2744
233245,3,3,125
233290,1,1,1
233300,1,1,107
233324,2,2,25
233330,1,1,34
233342,1,1,235
233346,1,1,35
233365,4,4,138
233368,9,9,202
233372,38,39,40
233388,1,1,111
233441,6,6,196
233453,1,1,26
233454,2,2,334
233458,18,18,207
233475,51,51,71
233499,30,30,52
233520,2,2,17
233557,4,4,173
233558,12,12,126
233638,3,3,1393
233664,6,6,351
233673,1,1,318
233674,32,32,35
233685,2,2,2
233693,5,6,74
233700,11,14,33
233703,146,149,1689
233709,1,1,11
233711,11,11,65
233717,1,1,54
233722,3,3,8
233768,7,7,8
233783,4,4,221
233785,1,1,61
233789,42,42,61
233799,5,5,21
233825,10,10,139
233842,20,20,366
233844,3,3,51
233868,33,33,298
233875,2,2,26
233888,4,4,113
233892,2,2,340
233907,1,1,124
234131,4,4,517
234160,8,8,236
234212,3,3,105
234216,84,84,328
234225,6,6,297
234239,1,1,140
234243,9,12,257
234282,23,23,26
234296,30,31,1308
234325,9,9,447
234357,6,6,68
234389,1,1,139
234442,13,13,31
234522,2,2,3
234524,7,7,516
234532,8,8,15
234544,42,42,64
234565,1,1,2
234581,5,5,248
234583,16,16,57
234591,6,6,256
234596,2,2,42
234621,1,1,1
234642,3,3,52
234659,2,2,653
234698,63,63,670
234702,76,76,124
234711,4,4,105
234723,2,2,175
234724,1,1,321
234745,1,1,22
234765,26,26,250
234788,52,54,1306
234794,1,1,7
234807,115,116,131
234836,19,19,1093
234837,66,67,837
234869,16,16,1165
234901,17,18,74
234905,1,1,1
234916,1,1,626
234924,1,1,484
234945,1,1,12
234957,3,3,94
234961,47,49,144
234979,3,3,23
234987,27,27,331
235030,3,3,4
235058,1,1,128
235160,5,5,227
235167,1,1,185
235188,16,16,483
235189,1,1,28
235252,7,7,35
235333,1,1,149
235417,9,9,97
235436,5,5,5
235450,7,7,12
235492,158,159,186
235536,45,46,223
235537,5,5,414
235582,7,7,876
235586,3,3,626
235615,5,5,407
235655,1,1,75
235671,1,1,110
235680,8,8,8
235685,3,3,46
235727,17,17,43
235764,1,1,26
235792,35,38,874
235843,112,113,582
235852,11,13,249
235863,32,32,169
235887,1,1,410
235891,45,45,127
235896,16,16,485
235905,3,3,13
235920,4,4,204
235946,28,28,127
235948,5,5,277
235975,2,2,310
235988,4,4,4
235990,1,1,14
235995,3,3,47
236012,3,3,3
236029,1,1,19
236033,60,64,69
236095,1,1,62
236110,6,6,6
236141,1,1,70
236150,11,12,43
236154,3,3,135
236215,4,4,14
236229,4,4,90
236267,5,5,99
236289,268,285,297
236303,10,10,313
236320,48,49,329
236334,1,1,221
236346,1,1,153
236360,7,7,408
236368,172,173,523
236375,2,2,2
236378,2,2,35
236380,8,9,107
236412,1,1,21
236424,2,2,106
236432,3,3,400
236439,45,49,2906
236441,2,2,14
236476,6,6,540
236477,9,9,353
236504,3,3,4
236507,3,3,3
236543,4,4,460
236552,5,5,169
236580,4,5,41
236591,118,119,460
236592,13,13,143
236600,1,1,304
236615,3,3,53
236624,3,3,51
236634,1,1,3
236639,2,2,2
236642,26,26,590
236708,3,3,46
236739,39,39,44
236759,3,3,16
236764,15,15,606
236792,5,5,17
236827,1,1,3
236850,7,7,561
236861,54,54,491
236862,1,1,73
236868,3,3,55
236881,7,7,18
236893,24,24,52
236901,1,1,423
236941,7,7,42
236952,6,6,44
236962,1,1,66
236963,32,32,255
236969,2,2,48
236970,30,30,413
236974,4,4,474
237015,15,16,58
237048,14,14,97
237051,1,1,32
237132,3,3,141
237164,2,2,214
237198,2,2,177
237236,3,3,1106
237289,140,144,912
237337,9,9,334
237338,6,6,20
237340,1,1,1
237347,1,1,79
237394,3,3,3
237399,24,24,26
237411,1,1,41
237420,2,2,38
237428,15,15,63
237459,7,8,758
237477,2,2,13
237485,4,4,4
237503,13,13,328
237509,11,11,120
237527,84,84,433
237536,1,1,31
237564,11,11,55
237635,12,12,17
237674,7,7,390
237681,1,1,371
237694,3,3,188
237698,8,8,14
237706,19,19,173
237723,5,5,6
237729,11,11,108
237732,16,17,73
237737,15,18,18
237763,25,25,309
237766,1,1,9
237806,91,92,181
237827,6,6,7
237853,44,49,281
237857,2,2,97
237882,9,9,209
237911,9,9,53
237933,24,25,39
237934,8,8,9
237947,3,3,417
237987,22,22,49
237990,1,1,2769
237997,4,4,217
238000,1,1,3
238031,4,4,57
238032,6,6,6
238033,3,3,151
238108,1,1,8
238109,1,1,32
238229,10,10,43
238236,1,1,73
238306,2,2,104
238364,1,1,273
238397,1,1,5
238486,5,5,192
238509,20,20,1077
238511,4,4,37
238533,6,6,42
238571,4,4,49
238604,5,5,93
238650,2,2,108
238656,6,6,6
238669,5,5,7
238672,8,8,9
238703,4,4,27
238723,13,14,435
238731,2,2,95
238740,2,2,4
238787,2,2,3
238809,2,2,24
238817,12,12,16
238827,3,3,225
238842,13,13,52
238858,1,1,54
238877,2,2,759
238912,21,21,80
238930,7,7,79
238943,12,12,273
238944,1,1,201
238950,1,1,1
238958,2,2,25
239004,4,4,4
239015,1,1,93
239017,15,15,21
239028,152,154,173
239030,2,2,55
239044,97,98,734
239059,1,1,133
239063,43,44,674
239078,9,9,36
239079,6,6,662
239099,1,1,9
239138,3,3,1691
239304,11,11,263
239345,2,2,196
239352,2,2,705
239356,2,2,119
239405,9,9,94
239409,45,46,517
239422,106,107,126
239457,38,38,283
239460,1,1,388
239533,111,112,446
239559,2,2,85
239603,14,14,124
239622,9,9,105
239668,1,1,1740
239669,93,93,138
239682,1,1,329
239700,2,2,29
239705,1,1,8
239707,1,1,59
239717,1,1,101
239718,4,4,5
239723,4,4,262
239786,6,6,275
239803,200,202,292
239814,144,150,1181
239815,13,14,40
239835,7,7,55
239853,19,19,1430
239867,9,9,19
239873,1,1,39
239885,3,3,952
239887,1,1,41
239895,14,14,444
239955,1,1,4
239962,6,6,232
239966,4,4,35
239975,28,28,98
239995,4,4,15
240019,18,18,279
240028,2,2,364
240053,1,1,87
240071,8,8,142
240117,3,3,120
240137,21,21,223
240138,4,4,439
240169,1,1,114
240177,3,3,8
240179,13,14,24
240183,6,6,46
240198,3,3,3
240207,1,1,8
240209,20,20,49
240211,15,15,84
240216,189,190,248
240225,76,76,191
240235,1,1,144
240239,89,90,858
240257,13,13,15
240260,7,7,316
240276,3,3,121
240281,2,2,354
240290,20,20,24
240353,27,29,101
240354,3,3,109
240356,2,2,59
240396,1,1,292
240490,3,3,987
240504,151,153,609
240505,2,2,903
240542,1,1,150
240553,2,2,18
240573,115,128,719
240575,1,1,17
240585,15,15,286
240586,2,2,51
240587,10,11,805
240644,18,18,44
240669,63,64,114
240707,3,4,27
240722,5,5,6
240729,1,1,119
240819,1,1,1
240820,1,1,165
240838,14,17,69
240840,6,6,184
240867,3,3,173
240891,24,24,127
240899,2,2,3
240906,2,2,50
240912,9,9,302
240924,2,2,336
240949,1,1,42
240958,2,2,526
240964,5,5,423
240966,4,4,91
240967,14,14,72
240996,2,2,12
241007,7,7,140
241034,1,1,24
241040,7,7,250
241047,1,1,49
241083,2,2,18
241089,98,98,801
241094,5,5,195
241110,6,9,631
241124,3,3,854
241143,49,55,981
241159,179,182,960
241164,1,1,22
241172,1,1,58
241175,14,14,387
241190,1,1,75
241194,2,2,3
241226,167,170,204
241252,15,15,845
241257,3,3,3
241282,19,19,364
241293,1,1,7
241296,1,1,52
241301,3,3,279
241308,3,3,217
241323,7,7,1044
241346,30,33,1258
241361,4,4,169
241386,1,1,1069
241397,2,2,18
241449,6,6,233
241464,33,33,40
241511,20,22,138
241539,1,1,1
241583,8,8,48
241646,18,20,824
241706,1,1,1
241729,2,2,2
241756,1,1,336
241765,1,1,73
241807,8,8,93
241815,1,1,199
241817,1,1,344
241831,6,6,90
241840,8,8,469
241848,3,3,413
241858,2,2,14
241892,45,53,151
241910,1,1,231
241936,2,2,442
241939,1,1,26
241960,4,5,96
241993,7,7,131
242017,14,14,136
242041,2,2,85
242055,24,24,177
242060,1,1,44
242072,1,1,4
242103,3,4,47
242161,5,5,30
242162,1,1,10
242180,47,47,485
242192,320,349,762
242247,20,20,75
242263,7,7,23
242276,1,1,15
242279,3,3,363
242296,2,2,75
242307,3,3,79
242313,2,2,50
242318,46,46,685
242330,1,1,1
242338,21,21,386
242397,1,1,1458
242408,2,2,2
242423,4,4,10
242429,9,9,534
242430,4,4,136
242455,2,2,343
242473,3,3,267
242534,3,3,95
242563,7,7,99
242571,2,2,161
242763,1,1,74
242777,5,6,230
242814,31,34,67
242817,4,4,90
242825,3,3,17
242857,5,5,10
243008,2,2,126
243126,6,6,71
243180,475,491,649
243217,5,6,673
243234,27,27,157
243260,3,3,166
243273,79,79,182
243340,42,46,595
243355,4,4,303
243360,1,1,50
243369,3,3,262
243389,1,1,1
243422,29,30,830
243434,2,2,701
243446,6,6,52
243456,2,2,218
243475,2,2,190
243476,5,5,10
243483,16,16,453
243514,7,8,290
243537,8,8,23
243541,1,1,142
243584,27,27,159
243597,2,2,2
243629,5,5,63
243655,19,19,197
243662,1,1,1
243683,5,5,116
243743,71,72,94
243840,9,9,308
243874,15,15,289
243906,6,6,101
243942,3,3,76
244050,8,8,201
244063,7,7,95
244093,4,4,7
244106,1,1,130
244111,7,7,33
244116,118,121,141
244206,16,16,316
244218,15,15,346
244221,3,3,33
244224,21,22,141
244246,13,13,13
244258,15,15,162
244262,7,7,295
244314,5,5,216
244315,36,37,1119
244319,4,4,44
244331,18,18,43
244332,1,1,83
244396,2,2,8
244397,3,3,11
244424,9,9,12
244427,15,15,306
244590,5,5,156
244605,7,7,60
244606,62,62,158
244618,2,2,10
244631,3,3,52
244642,1,1,1
244644,1,1,47
244647,18,18,22
244649,6,6,142
244650,8,8,9
244655,23,23,130
244664,66,66,126
244686,1,1,2
244746,10,10,99
244833,60,62,6255
244876,1,1,36
244919,1,1,15
244926,3,3,3
244935,2,2,148
244950,5,5,332
244967,6,6,885
244992,11,12,13
245040,2,2,402
245063,1,1,113
245106,22,23,118
245117,4,4,17
245134,1,1,23
245151,74,75,1612
245184,18,18,463
245186,1,2,18
245220,8,8,9
245252,3,3,45
245259,7,7,331
245266,1,1,5
245298,96,96,846
245318,1160,1217,1300
245322,7,7,56
245343,3,3,84
245356,4,4,453
245358,2,2,98
245366,10,10,206
245403,1,1,108
245463,20,20,638
245470,4,4,136
245496,3,3,8
245501,5,5,74
245524,14,14,133
245536,9,9,269
245546,7,7,327
245556,1,1,79
245565,4,4,157
245575,2,2,70
245582,173,178,1535
245591,3,3,3
245675,1,1,772
245741,13,14,93
245742,3,3,38
245753,6,6,232
245765,2,2,23
245794,54,55,125
245826,7,7,680
245856,1,1,4
245878,12,12,181
245906,2,2,118
245954,217,219,7524
245980,5,5,95
246009,36,39,214
246019,1,1,1
246031,16,16,701
246064,9,9,80
246073,2,2,114
246123,6,6,10
246126,2,2,148
246132,253,298,482
246134,3,3,46
246141,2,2,259
246193,4,4,185
246197,11,11,14
246202,3,3,77
246212,3,3,156
246219,1,1,39
246230,2,2,72
246258,57,57,1016
246260,4,4,163
246263,5,5,44
246270,20,21,686
246283,4,4,371
246291,20,21,1223
246326,22,23,489
246362,163,164,739
246369,2,2,236
246372,2,2,13
246385,2,2,7
246387,6,6,361
246389,2,2,80
246404,7,7,76
246412,31,32,77
246426,274,293,1055
246439,56,57,364
246442,3,3,757
246467,72,74,780
246484,40,40,2885
246504,16,16,222
246516,13,13,141
246525,30,34,449
246547,1,1,39
246559,2,2,39
246570,10,10,718
246605,5,5,133
246636,2,2,672
246638,12,12,32
246646,12,12,178
246688,2,2,17
246717,10,10,10
246728,1,1,3
246735,1,1,1
246739,9,9,76
246749,1,1,280
246756,1,1,1
246761,70,70,94
246789,133,133,167
246791,15,16,527
246880,13,14,90
247017,1,1,259
247020,6,6,112
247054,10,11,483
247080,1,1,41
247081,178,178,1501
247105,36,39,965
247147,4,4,236
247207,104,105,136
247208,7,7,27
247251,6,6,179
247265,1,1,577
247268,7,7,114
247277,13,13,39
247282,3,3,3
247326,1,1,65
247364,115,117,136
247384,1,1,47
247396,1,1,327
247431,6,6,77
247445,4,4,142
247476,5,5,71
247486,4,4,300
247497,7,7,59
247504,2,2,3
247560,2,2,1128
247565,1,1,5
247639,5,5,143
247649,16,18,242
247666,15,15,2390
247683,46,46,50
247717,5,5,38
247719,136,141,1161
247739,1,1,2
247763,5,5,49
247771,6,6,93
247782,5,5,38
247831,21,26,411
247887,2,2,100
247905,68,68,194
247946,1,1,11
248097,1,1,2910
248107,10,10,183
248113,58,69,153
248115,8,8,62
248123,3,3,69
248171,12,12,126
248204,7,7,32
248211,6,7,37
248246,3,3,17
248250,6,6,15
248273,33,33,405
248311,1,1,36
248366,11,11,940
248450,1,1,8
248472,279,283,324
248474,7,7,54
248490,174,174,463
248505,152,152,235
248513,4,4,427
248519,15,19,1179
248550,2,2,263
248551,55,56,468
248559,5,5,18
248622,23,23,236
248625,5,5,76
248627,6,6,16
248672,12,12,21
248687,3,4,251
248710,5,5,321
248819,11,11,570
248843,2,2,2
248855,1,1,100
248859,1,1,1
248912,1,1,94
248920,373,387,607
248922,19,19,44
248943,68,72,4348
248955,1,1,15
248984,4,4,64
249132,4,4,117
249176,5,5,158
249182,2,2,230
249185,7,7,355
249190,22,22,196
249224,9,9,18
249237,111,115,124
249241,4,4,12
249247,9,9,555
249258,8,8,128
249274,11,11,59
249282,2,2,4
249290,1,2,922
249300,9,9,24
249317,1,1,81
249330,169,177,191
249339,4,4,239
249347,1,1,6
249367,260,267,512
249371,252,261,5189
249384,19,19,276
249407,8,8,102
249443,1,1,9
249488,2,2,318
249489,32,32,1263
249512,18,18,65
249514,6,6,78
249550,1,1,63
249559,2,2,34
249572,13,14,1326
249579,4,4,323
249581,2,2,58
249587,2,2,99
249640,61,62,1710
249657,81,85,1585
249659,1,1,9
249698,2,2,33
249701,41,49,1683
249742,6,6,19
249776,15,15,27
249778,23,23,27
249807,3,3,255
249826,1,1,55
249838,1,1,153
249843,1,1,53
249869,1,1,33
249885,13,13,38
249906,155,155,633
249918,45,49,60
249939,10,10,328
249949,7,7,245
249959,11,12,110
249960,7,7,72
249961,3,3,794
249985,2,2,7
250043,9,9,567
250080,1,1,108
250083,38,39,196
250092,18,19,30
250127,11,11,30
250143,29,32,124
250161,15,15,133
250171,5,5,64
250173,5,5,27
250262,1,1,392
250327,2,2,6
250473,5,5,590
250573,1,1,5
250604,11,11,87
250626,9,10,858
250672,3,3,40
250685,22,22,60
250719,29,30,1628
250739,14,14,25
250765,15,16,164
250794,3,3,67
250807,4,4,50
250819,101,104,698
250842,1,1,13
250860,5,6,1155
250881,8,8,396
250899,8,8,179
250900,3,3,58
250906,2,2,2
250910,20,20,145
250937,9,9,133
250943,10,10,24
250947,2,2,705
251018,1,1,61
251065,19,20,180
251067,1,1,11
251083,2,2,12
251091,5,5,54
251106,2,2,7
251121,89,91,305
251125,7,7,478
251142,1,1,3
251155,4,4,150
251165,51,51,178
251180,13,13,35
251213,3,3,79
251237,6,6,206
251239,1,1,66
251244,3,3,73
251258,1,1,22
251274,4,4,30
251292,7,7,238
251293,2,2,250
251306,4,4,150
251330,4,4,25
251354,2,2,2
251360,3,3,6
251362,2,2,10
251366,36,36,43
251368,1,1,12
251386,13,13,189
251388,23,23,324
251408,7,7,12963
251466,11,11,332
251644,5,5,54
251773,1,1,137
251829,3,3,55
251841,153,153,650
251886,19,20,28
251890,1,1,10
251904,2,2,246
251909,13,13,122
251957,1,1,28
251978,101,103,1431
252017,180,189,461
252025,24,26,1966
252028,7,7,43
252047,10,10,329
252074,3,3,6
252081,3,3,180
252108,3,3,37
252186,1,1,18
252192,1,1,91
252244,163,169,365
252251,4,4,192
252261,3,3,162
252291,8,8,25
252312,28,31,205
252338,10,10,69
252351,60,62,64
252373,1,1,8
252386,8,8,209
252427,2,2,12
252485,3,3,264
252521,53,54,115
252525,4,4,238
252648,2,2,5
252685,5,5,123
252715,1,1,154
252726,1,1,4
252730,17,18,156
252914,16,16,265
252956,11,11,2608
252984,8,8,64
253009,5,5,1850
253074,3,3,46
253103,11,11,259
253125,3,3,107
253128,3,3,3
253152,7,7,106
253180,2,2,4
253274,7,7,36
253348,1,1,259
253498,6,6,205
253559,4,4,220
253566,9,9,102
253582,9,9,180
253583,7,7,39
253602,1,1,126
253636,3,3,147
253652,3,3,210
253683,1,1,193
253706,3,4,252
253743,63,74,138
253760,2,2,2
253805,8,9,34
253806,3,4,180
253850,37,37,39
253869,32,35,1151
253871,11,11,199
253893,7,7,61
253939,42,43,1722
253940,2,2,48
254063,24,25,597
254064,3,4,313
254068,175,188,229
254107,1,1,341
254110,4,5,45
254248,28,28,201
254293,4,4,235
254294,60,60,202
254346,2,2,5
254360,1,1,327
254436,9,9,16
254671,1,1,24
254777,15,15,367
254789,14,15,43
254799,11,11,114
254848,6,6,60
254944,33,33,525
254955,1,1,71
254983,3,3,9
254989,1,1,431
255048,2,2,271
255061,15,15,24
255093,3,3,4
255103,17,17,33
255113,3,3,277
255131,33,33,48
255180,26,26,35
255216,1,1,21
255229,15,18,37
255233,1,1,4
255256,1,1,20
255294,3,3,448
255295,5,5,405
255301,92,92,573
255325,45,45,424
255366,4,4,160
255401,5,5,168
255436,15,15,877
255437,14,14,109
255538,192,198,496
255553,53,55,2142
255601,1,1,16
255623,42,43,808
255683,5,5,132
255690,10,10,12
255718,1,1,28
255723,1,1,21
255745,1,1,2
255749,1,1,169
255767,5,5,39
255769,17,17,280
255771,9,9,65
255774,3,3,207
255786,2,2,2
255794,2,2,49
255799,15,15,289
255800,4,4,6
255813,79,80,100
255832,54,55,1540
255870,2,2,5
255871,5,5,25
255885,1,1,53
255886,3,3,178
255913,1,1,1
255914,1,1,8
255918,12,12,260
255968,3,3,84
255986,1,1,2
256095,10,10,731
256115,2,2,78
256135,1,1,23
256190,19,19,142
256193,5,5,303
256227,27,27,2662
256271,327,330,1490
256281,15,16,44
256290,36,37,834
256308,8,8,275
256349,6,6,2058
256483,501,543,1965
256611,2,2,5
256690,1,1,1
256753,11,12,1178
256768,1,1,131
256773,16,16,221
256837,2,2,62
256858,10,10,20
256867,4,4,4
256907,2,2,42
256970,4,4,4
257041,33,33,381
257068,385,386,4486
257091,3,3,353
257164,8,8,18
257171,9,11,43
257189,9,9,14
257228,4,4,231
257268,3,3,255
257362,26,26,159
257383,6,6,6
257413,4,4,34
257419,2,2,2
257422,24,24,32
257436,25,26,35
257458,36,36,2788
257465,22,23,31
257528,4,4,165
257572,1,1,1
257582,29,30,76
257590,6,6,57
257610,1,1,53
257614,342,344,454
257626,4,4,201
257641,1,1,1364
257690,1,1,6
257712,1,1,423
257727,1,1,729
257746,8,8,17
257850,28,28,221
257882,53,55,238
257883,7,7,152
257900,10,10,42
257944,4,4,6
257952,5,5,717
257964,1,1,22
258077,1,1,76
258243,6,6,6
258287,1,1,88
258312,3,3,98
258326,4,4,322
258394,5,5,171
258439,5,5,29
258461,1,1,156
258467,32,34,1646
258482,2,2,340
258528,13,13,21
258557,3,3,3
258581,11,11,165
258585,124,125,509
258595,1,1,597
258608,30,30,198
258622,11,11,231
258648,9,9,301
258661,1,1,3
258744,63,64,76
258762,55,55,99
258768,1,1,1
258796,4,4,30
258803,2,2,186
258804,5,5,10
258836,4,4,45
258851,3,3,27
258902,1,1,2
258922,31,31,182
259045,15,16,105
259113,2,2,6
259149,1,1,1
259153,10,10,19
259184,43,43,322
259222,24,25,268
259225,27,27,199
259240,23,23,670
259245,1,1,68
259263,5,5,49
259294,1,1,29
259308,3,3,25
259313,7,7,33
259318,13,13,1233
259330,5,5,56
259333,2,2,105
259380,2,2,47
259400,5,5,315
259418,10,10,384
259449,1,1,327
259467,1,1,34
259483,4,4,4
259518,3,3,100
259523,1,1,34
259524,137,139,266
259533,17,17,472
259552,10,10,146
259570,20,21,45
259676,8,8,8
259686,1,1,300
259700,75,76,6675
259759,1,1,237
259815,27,28,739
259842,8,8,343
259901,1,1,15
259916,1,1,13
259941,1,1,1
259963,1,1,45
259978,5,5,5
259994,26,27,405
260029,1,1,125
260089,4,4,268
260109,1,1,168
260132,6,7,476
260151,3,3,54
260162,5,5,455
260195,13,13,213
260226,1,1,9
260249,1,1,122
260253,19,19,488
260260,3,3,5
260319,3,4,36
260329,3,3,105
260377,3,3,39
260379,4,4,46
260388,4,4,6
260431,3,3,22
260455,13,15,394
260557,18,19,27
260572,69,69,116
260577,792,829,7279
260594,159,176,1337
260625,14,14,248
260644,52,53,73
260687,25,25,42
260705,1,1,1
260709,3,3,316
260713,20,20,158
260714,17,17,218
260749,4,4,6
260763,1,1,11
260767,18,18,39
260800,19,19,195
260843,18,18,309
260844,7,9,9
260903,4,4,244
260943,3,3,6
260957,20,20,2260
260970,24,24,560
261017,7,8,161
261111,4,4,53
261116,1,1,27
261223,4,5,313
261256,5,5,260
261317,1,1,217
261336,4,4,27
261341,2,2,232
261372,4,5,393
261389,9,9,15
261419,50,51,112
261461,10,10,53
261560,4,4,455
261629,75,75,323
261632,2,2,265
261655,1,1,118
261694,7,7,38
261709,29,29,348
261710,1,1,25
261725,37,37,968
261768,6,6,6
261773,2,2,58
261866,1,1,43
261894,13,13,42
261928,22,25,201
261974,7,7,98
262105,37,37,1281
262108,6,6,446
262166,15,15,354
262167,3,3,32
262172,261,279,288
262185,197,198,214
262188,2,2,3
262219,31,31,32
262236,8,8,8
262281,1,1,179
262302,109,116,1808
262318,2,2,6
262356,6,6,414
262377,5,5,79
262384,1,1,1
262463,5,5,52
262495,228,239,1887
262497,13,13,28
262512,1,1,24
262548,1,1,20
262647,58,58,84
262694,11,11,64
262701,2,2,64
262779,6,6,6
262812,1,1,404
262841,15,15,39
262860,12,12,220
262873,1,1,730
262903,2,2,1169
262953,56,56,299
262968,5,5,141
262984,4,4,84
263029,23,23,73
263105,5,5,5
263167,3,3,8
263205,1,1,1
263270,6,6,15
263291,6,6,13
263333,104,106,251
263368,19,19,668
263460,1,1,10
263477,4,5,16
263485,14,14,169
263489,7,7,122
263576,1,1,1
263583,3,3,19
263587,8,8,8
263622,1,1,21
263706,58,60,543
263888,2,2,169
263929,1,1,1
263948,2,3,170
264003,2,2,187
264007,25,25,2748
264010,8,8,119
264019,2,3,52
264092,7,7,223
264094,23,23,27
264211,5,5,59
264284,42,42,404
264288,3,4,283
264310,45,45,1457
264353,9,9,421
264390,1,1,12
264399,3,3,755
264407,1,1,77
264490,2,2,2
264497,2,2,60
264548,53,56,1701
264557,1,1,38
264632,5,5,114
264675,378,389,2968
264805,106,111,343
264822,2,2,114
264859,1,1,1
264886,11,11,158
264933,10,10,14
264941,32,32,765
264957,6,6,30
264990,43,44,822
265014,2,2,232
265022,9,9,9
265241,3,3,150
265303,6,6,630
265504,12,12,804
265553,1,1,33
265597,8,8,115
265606,15,15,210
265612,27,27,33
265627,4,4,543
265636,7,7,8
265642,2,2,46
265686,11,12,293
265692,11,11,32
265909,31,31,129
265913,4,4,33
265914,1,1,152
265970,1,1,205
265981,1,1,131
266015,3,3,3
266033,1,1,63
266097,26,26,187
266106,16,16,141
266124,1,1,11
266166,173,182,569
266178,2,2,59
266197,1,1,50
266227,5,5,140
266257,1,1,31
266266,2,2,2
266311,8,8,36
266333,36,36,531
266362,31,33,389
266402,5,5,19
266444,24,25,318
266642,1,1,56
266695,5,5,83
266710,7,7,103
266717,10,10,1184
266723,37,39,122
266742,8,8,111
266787,3,3,8
266810,164,169,2639
266819,2,2,53
266840,4,4,4
266936,3,3,3
266938,17,17,92
266952,3,3,3
266998,2,2,106
267021,2,2,37
267084,5,5,400
267090,10,10,32
267145,1,1,63
267155,7,7,12
267178,2,2,12
267187,1,1,165
267225,1,1,101
267230,4,4,47
267259,37,37,159
267271,5,5,455
267279,1,1,19
267321,14,14,108
267339,23,23,209
267366,19,19,575
267376,3,3,46
267410,5,5,11
267412,55,55,328
267416,2,2,154
267491,79,85,85
267496,2,2,75
267600,34,35,319
267601,1,1,237
267640,1,1,74
267654,3,3,230
267712,7,7,865
267726,19,20,20
267728,2,2,3
267737,5,5,488
267745,1,1,1
267776,4,4,25
267801,288,289,586
267810,40,40,641
267814,30,30,41
267839,1,1,207
267865,7,7,142
267872,20,20,570
267986,10,10,272
267988,2,2,26
268007,1,1,343
268074,390,398,445
268132,3,3,48
268217,2,2,93
268227,1,1,35
268233,5,5,129
268265,10,10,599
268346,9,9,107
268353,2,2,3
268395,14,14,235
268401,1,1,9
268406,7,7,10
268428,1,1,1
268440,16,16,20
268449,4,4,65
268494,3,3,463
268531,1,1,14
268537,1,1,1
268561,2,2,345
268593,5,6,163
268597,18,19,241
268644,7,7,120
268650,1,1,3
268652,22,22,29
268674,23,23,120
268703,2,2,416
268717,2,2,2
268719,2,2,100
268725,3,3,20
268789,6,6,38
268795,75,75,231
268816,16,16,40
268912,41,41,50
268915,2,2,41
268926,13,14,16
268956,1,1,190
269103,8,9,204
269124,8,8,199
269130,4,4,17
269146,2,2,43
269153,9,9,624
269224,21,21,346
269266,1,1,13
269315,3,3,155
269323,2,2,32
269343,1,1,1
269374,1,1,4
269448,2,2,7
269546,18,18,182
269572,9,9,26
269609,62,62,175
269612,2,2,68
269622,1,1,5
269673,2,2,412
269702,38,38,1210
269712,1,1,174
269741,194,199,912
269788,1,1,29
269797,2,2,155
269799,30,30,177
269819,6,9,131
269825,7,7,97
269829,1,1,301
269856,2,2,2529
269866,7,7,76
269885,2,2,379
269928,27,27,529
269939,1,1,49
269976,15,15,15
270035,31,31,34
270045,3,3,35
270062,234,234,392
270081,1,1,9
270084,1,1,1399
270092,1,1,101
270101,10,10,256
270138,24,25,242
270183,1,2,48
270208,14,14,76
270218,10,10,244
270222,13,13,249
270241,1,1,1
270253,5,5,492
270286,2,2,2
270291,358,363,6100
270362,3,3,60
270366,20,22,1502
270380,1,1,2
270383,1,1,1
270409,3,3,5
270419,1,1,4
270431,5,5,262
270433,1,1,145
270440,20,21,211
270476,24,24,32
270483,32,32,43
270552,35,35,151
270568,3,3,45
270594,2,2,41
270679,2,2,215
270727,1,1,2
270736,13,13,164
270738,12,12,18
270772,2,2,17
270819,4,4,1038
270851,7,7,298
270868,5,5,1255
270874,1,1,24
270924,2,2,125
270965,78,78,437
271183,1,1,3861
271260,101,102,102
271294,1,1,5
271312,2,2,253
271326,21,21,156
271327,1,1,3
271332,6,6,292
271383,53,53,324
271392,8,9,184
271393,1,1,5
271434,1,1,16
271495,4,5,145
271537,6,6,11
271629,10,10,15
271630,5,5,10
271652,19,19,267
271653,6,6,53
271701,2,2,38
271766,16,16,16
271797,22,22,121
271813,1,1,299
271839,5,5,54
271896,3,3,672
271948,1,1,278
271962,4,4,6
271963,9,9,3343
271978,1,1,13
272023,2,2,1181
272063,1,1,2
272127,11,11,568
272317,1,1,1
272349,7,7,17
272367,41,41,273
272375,17,17,206
272391,2,2,58
272433,5,5,118
272439,13,13,70
272444,6,6,43
272462,5,5,159
272545,13,13,13
272565,7,7,44
272605,4,4,10
272660,4,4,118
272712,1,1,1
272723,8,9,625
272737,5,5,55
272763,3,3,692
