userid1,userid2,source
60479,58068,crawl
60479,134692,crawl
60479,1756,crawl
60479,3837,crawl
60479,6400,crawl
60479,9490,crawl
60479,6424,crawl
60479,17185,crawl
60479,4392,crawl
60479,112942,crawl
60479,177131,crawl
60479,67890,crawl
60479,1531870,crawl
60479,14655,crawl
60479,156994,crawl
60479,141124,crawl
60479,332105,crawl
60479,69467,crawl
60479,126820,crawl
60479,132462,crawl
60479,51691,crawl
60479,217478,crawl
60479,139658,crawl
60479,193936,crawl
60479,252312,crawl
60479,183188,crawl
60479,155544,crawl
60479,112025,crawl
60479,9631,crawl
60479,76194,crawl
60479,343537,crawl
60479,138996,crawl
60479,231327,crawl
60479,139206,crawl
60479,371144,crawl
60479,100813,crawl
60479,3022,crawl
60479,22482,crawl
60479,133080,crawl
60479,26587,crawl
60479,5084,crawl
60479,66526,crawl
60479,151032,crawl
60479,294349,crawl
60479,4092,crawl
60479,171519,crawl
60512,3837,crawl
60527,175848,crawl
60527,81730,crawl
60527,327440,crawl
60527,44562,crawl
60527,329012,crawl
60527,237015,crawl
60549,7396,crawl
60549,3230,crawl
60555,137960,crawl
60555,31465,crawl
60587,46139,crawl
60587,18782,crawl
60589,31139,crawl
60589,150385,crawl
60589,2314,crawl
60589,47532,crawl
60589,57800,crawl
60589,288675,crawl
60589,59768,crawl
60589,7899,crawl
60589,862,crawl
60599,221952,crawl
60599,59493,crawl
60599,2321,crawl
60600,54789,crawl
60600,204819,crawl
60600,97557,crawl
60600,9882,crawl
60600,13477,crawl
60600,72513,crawl
60600,25925,crawl
60600,149581,crawl
60600,147800,crawl
60600,28897,crawl
60600,31465,crawl
60600,69875,crawl
60603,63017,crawl
60604,102921,crawl
60604,149770,crawl
60604,168494,crawl
60604,156977,crawl
60604,69685,crawl
60604,127160,crawl
60604,111164,crawl
60604,20681,crawl
60604,133199,crawl
60604,95827,crawl
60604,152288,crawl
60604,83811,crawl
60604,2173422,crawl
60604,108537,crawl
60604,120319,crawl
60605,74080,crawl
60605,60995,crawl
60605,141742,crawl
60605,23795,crawl
60605,63736,crawl
60605,138042,crawl
60605,64350,crawl
60617,37378,crawl
60617,129923,crawl
60617,165894,crawl
60617,3340,crawl
60617,113679,crawl
60617,67105,crawl
60617,12970,crawl
60617,65068,crawl
60617,96435,crawl
60617,51892,crawl
60617,69686,crawl
60617,22482,crawl
60617,114010,crawl
60617,152288,crawl
60617,169403,crawl
60617,59493,crawl
60617,172970,crawl
60617,166133,crawl
60617,65786,crawl
60628,8066,crawl
60628,15117,crawl
60628,119570,crawl
60628,25632,crawl
60628,189620,crawl
60628,25925,crawl
60628,20195,crawl
60628,219501,crawl
60628,289268,crawl
60628,2017270,crawl
60628,57722,crawl
60628,171519,crawl
60635,22482,crawl
60635,70578,crawl
60655,42284,crawl
60655,16871,crawl
60674,6404,crawl
60674,77766,crawl
60674,68009,crawl
60674,4363,crawl
60674,75410,crawl
60674,202883,crawl
60674,4088,crawl
60674,89658,crawl
60674,63196,crawl
60674,147322,crawl
60674,10527,crawl
60687,50158,crawl
60687,113359,crawl
60696,60446,crawl
60705,28568,crawl
60705,48569,crawl
60705,5798,crawl
60705,679,crawl
60709,59811,crawl
60709,25925,crawl
60709,70645,crawl
60735,156552,crawl
60735,68586,crawl
60735,122659,crawl
60746,37378,crawl
60746,3340,crawl
60746,276291,crawl
60746,15279,crawl
60746,6065,crawl
60746,343537,crawl
60746,17844,crawl
60746,41147,crawl
60746,39875,crawl
60746,266444,crawl
60746,1364,crawl
60746,64987,crawl
60746,3805,crawl
60746,21217,crawl
60746,107747,crawl
60746,6125,crawl
60746,137960,crawl
60746,151032,crawl
60803,119043,crawl
60803,23306,crawl
60803,73143,crawl
60803,2478,crawl
60803,73392,crawl
60803,55795,crawl
60803,10677,crawl
60803,71671,crawl
60803,9882,crawl
60803,144859,crawl
60803,670,crawl
60806,178805,crawl
60806,11467,crawl
60806,2394765,crawl
60806,22738,crawl
60806,58362,crawl
60809,348451,crawl
60809,60433,crawl
60809,1043213,crawl
60809,79023,crawl
60809,53009,crawl
60835,5632,crawl
60835,77888,crawl
60835,7940,crawl
60835,17424,crawl
60835,53009,crawl
60835,2319769,crawl
60835,1189,crawl
60835,124343,crawl
60835,69435,crawl
60835,8128,crawl
60835,25925,crawl
60835,30151,crawl
60835,94166,crawl
60835,19416,crawl
60835,602,crawl
60835,135259,crawl
60835,343773,crawl
60835,70756,crawl
60835,17908,crawl
60835,201467,crawl
60835,214269,crawl
60839,72013,crawl
60839,124343,crawl
60839,126712,crawl
60839,135259,crawl
60869,148608,crawl
60869,2650944,crawl
60869,67990,crawl
60869,2219585,crawl
60869,359304,crawl
60869,159370,crawl
60869,112150,crawl
60869,71576,crawl
60869,5407,crawl
60869,164900,crawl
60869,261419,crawl
60869,2340274,crawl
60869,1314463,crawl
60869,2399164,crawl
60869,148546,crawl
60869,135670,crawl
60869,102094,crawl
60869,2277714,crawl
60869,66009,crawl
60869,343773,crawl
60869,104414,crawl
60869,94055,crawl
60869,175209,crawl
60869,2674983,crawl
60869,144236,crawl
60869,164717,crawl
60869,322674,crawl
60869,90997,crawl
60869,2147578,crawl
60872,50657,crawl
60872,55466,crawl
60872,17527,crawl
60873,119777,crawl
60873,284970,crawl
60873,72015,crawl
60873,124406,crawl
60873,130747,crawl
2158049,6400,crawl
2158049,2161283,crawl
2158049,130056,crawl
2158049,315283,crawl
2158049,68762,crawl
2158049,211335,crawl
2158049,131879,crawl
2158049,1034280,crawl
2158049,2097705,crawl
2158049,347735,crawl
2158049,2085166,crawl
2158049,2384200,crawl
2158049,82743,crawl
2158049,217276,crawl
2158049,208318,crawl
2158049,129727,crawl
2158049,2022411,crawl
2158049,29767,crawl
2158049,58443,crawl
2158049,294349,crawl
2158049,22352,crawl
2158049,12503,crawl
2158049,192737,crawl
2158049,2151291,crawl
2158049,389200,crawl
2158049,141045,crawl
2158049,56950,crawl
2158049,93887,crawl
60906,69696,crawl
60906,31465,crawl
60906,3340,crawl
60906,27215,crawl
60906,22482,crawl
60906,89685,crawl
60906,68762,crawl
60906,37115,crawl
60917,20803,crawl
60919,3661,crawl
60945,49408,crawl
60945,129387,crawl
60945,52740,crawl
60945,64646,crawl
60945,328839,crawl
60945,12554,crawl
60945,29602,crawl
60945,17076,crawl
60945,25012,crawl
60945,70645,crawl
60945,57800,crawl
60945,20681,crawl
60945,57808,crawl
60945,4177,crawl
60945,9298,crawl
60945,27476,crawl
60945,21079,crawl
60945,57819,crawl
60945,36066,crawl
60945,17769,crawl
60945,57835,crawl
60945,128751,crawl
60945,163952,crawl
60945,76530,crawl
60945,66933,crawl
60945,26614,crawl
60950,59654,crawl
60950,7826,crawl
60950,8440,crawl
60950,13990,crawl
60950,9641,crawl
60950,192940,crawl
60950,14254,crawl
60950,12595,crawl
60950,130747,crawl
60950,9407,crawl
60950,9540,crawl
60950,8136,crawl
60950,8269,crawl
60950,12878,crawl
60950,133079,crawl
60950,7421,crawl
60959,53216,crawl
60961,23940,crawl
60961,100364,crawl
60961,240912,crawl
60961,6179,crawl
60961,2343,crawl
60961,248366,crawl
60961,79812,crawl
60961,156493,crawl
60961,233181,crawl
60961,246212,crawl
60961,142705,crawl
60961,400372,crawl
60961,245878,crawl
60972,10677,crawl
60972,9282,crawl
60972,105427,crawl
60972,55795,crawl
60985,75377,crawl
60985,21522,crawl
60985,130200,crawl
60985,100381,crawl
60988,62622,crawl
60988,61605,crawl
60988,2087993,crawl
60988,69195,crawl
60988,186978,crawl
60988,172686,crawl
60988,149349,crawl
60988,101373,crawl
60989,3340,crawl
60989,343537,crawl
60989,18296,crawl
60989,2717,crawl
60989,9823,crawl
60995,23795,crawl
60995,60605,crawl
60995,48470,crawl
61015,142720,crawl
61015,61698,crawl
61015,4,crawl
61015,113292,crawl
61015,246031,crawl
61015,97557,crawl
61015,130089,crawl
61015,58654,crawl
61015,620982,crawl
61015,118852,crawl
61015,62663,crawl
61015,82771,crawl
61015,70101,crawl
61015,62299,crawl
61015,137058,crawl
61015,39653,crawl
61015,39916,crawl
61015,110190,crawl
61015,39796,crawl
61032,31465,crawl
61035,31465,crawl
61040,856620,crawl
61040,4011,crawl
61040,3660,crawl
61040,92116,crawl
61048,31465,crawl
61048,8811,crawl
61048,162717,crawl
61048,42493,crawl
61051,22528,crawl
61051,61064,crawl
61051,30603,crawl
61051,68762,crawl
61051,309765,crawl
61051,370595,crawl
61051,859428,crawl
61051,144549,crawl
61051,224943,crawl
61051,3014,crawl
61051,66888,crawl
61051,209,crawl
61051,22482,crawl
61051,28509,crawl
61051,31465,crawl
61052,31465,crawl
61064,61051,crawl
61064,31465,crawl
61064,13138,crawl
61064,37115,crawl
61078,31465,crawl
61078,61237,crawl
61083,179693,crawl
61083,268593,crawl
61100,79896,crawl
61100,31465,crawl
61100,71963,crawl
61100,5789,crawl
61107,27628,crawl
61107,70606,crawl
61107,31465,crawl
61107,68985,crawl
61109,25925,crawl
61109,57446,crawl
61109,31465,crawl
61109,384330,crawl
61109,97579,crawl
61109,3340,crawl
61109,71441,crawl
61109,22482,crawl
61109,70645,crawl
61109,2391608,crawl
61114,166144,crawl
61114,3716,crawl
61114,360454,crawl
61114,2696,crawl
61114,278,crawl
61114,9861,crawl
61114,258528,crawl
61114,73129,crawl
61114,75178,crawl
61114,399793,crawl
61114,107319,crawl
61114,88510,crawl
61114,64321,crawl
61114,2208718,crawl
61114,93775,crawl
61114,77520,crawl
61114,237394,crawl
61114,2230872,crawl
61114,2145237,crawl
61114,73311,crawl
61114,19168,crawl
61114,62949,crawl
61114,309480,crawl
61114,56941,crawl
61114,62575,crawl
61114,247282,crawl
61114,42837,crawl
61115,31465,crawl
61132,14733,crawl
61134,77186,crawl
61134,86387,crawl
61134,3824,crawl
61134,9490,crawl
61134,18995,crawl
61137,75398,crawl
61137,2161292,crawl
61137,58010,crawl
61137,68762,crawl
61137,67105,crawl
61137,2146483,crawl
61137,225350,crawl
61137,116039,crawl
61137,470092,crawl
61137,22482,crawl
61137,108126,crawl
61137,168546,crawl
61137,264675,crawl
61137,31465,crawl
61137,57982,crawl
61137,28028,crawl
61142,303911,crawl
61142,176394,crawl
61142,2239375,crawl
61151,735425,crawl
61151,31465,crawl
61151,168971,crawl
61151,830752,crawl
61151,1005072,crawl
61151,2127509,crawl
61151,1566206,crawl
61161,102921,crawl
61161,4751,crawl
61161,76561,crawl
61161,25925,crawl
61161,25632,crawl
61161,51105,crawl
61161,11817,crawl
61161,129468,crawl
61161,134205,crawl
61161,197,crawl
61161,67105,crawl
61161,20681,crawl
61161,714,crawl
61161,3022,crawl
61161,89685,crawl
61161,11740,crawl
61161,22623,crawl
61161,51554,crawl
61161,10469,crawl
61161,61545,crawl
61161,51691,crawl
61161,28406,crawl
61161,4092,crawl
61169,58253,crawl
61169,55127,crawl
61175,8742,crawl
61175,27756,crawl
61175,17145,crawl
61188,103456,crawl
61188,20547,crawl
61188,222518,crawl
61188,29197,crawl
61188,70606,crawl
61188,6189,crawl
61188,5565,crawl
61195,106336,crawl
61195,25925,crawl
61195,204,crawl
61195,114680,crawl
61195,22482,crawl
61195,87165,crawl
61199,2122,crawl
61199,13365,crawl
61199,190202,crawl
61212,5829,crawl
61212,57452,crawl
61212,5778,crawl
61212,16245,crawl
61212,167226,crawl
61212,86207,crawl
61223,115,crawl
2107356,32901,crawl
2107356,373480,crawl
2107356,2094924,crawl
2107356,2227037,crawl
61237,61078,crawl
61239,1756140,crawl
61239,3340,crawl
61239,4374,crawl
61239,2324901,crawl
61239,148134,crawl
61239,343537,crawl
61239,11575,crawl
61239,2233658,crawl
61239,140229,crawl
61239,11719,crawl
61239,11725,crawl
61239,322260,crawl
61239,1852771,crawl
61239,1782310,crawl
61239,143985,crawl
61240,46036,crawl
61242,21603,crawl
61247,31465,crawl
61251,57985,crawl
61251,2204014,crawl
61251,128589,crawl
61251,64646,crawl
61251,78681,crawl
61268,330666,crawl
61268,31465,crawl
61268,58231,crawl
61269,66082,crawl
61269,19659,crawl
61269,54541,crawl
61271,20068,crawl
61271,5608,crawl
61271,145852,crawl
61271,8086,crawl
61277,31465,crawl
61290,31465,crawl
61290,8066,crawl
61290,37115,crawl
61290,109305,crawl
61292,26627,crawl
61292,279684,crawl
61292,289295,crawl
61292,72095,crawl
61292,25632,crawl
61292,37286,crawl
61292,66608,crawl
61292,138996,crawl
61292,81695,crawl
61292,77500,crawl
61292,189502,crawl
61292,8128,crawl
61292,185411,crawl
61292,22482,crawl
61292,2247379,crawl
61292,1613531,crawl
61292,20195,crawl
61292,63600,crawl
61292,343537,crawl
61292,58228,crawl
61292,37115,crawl
61292,373757,crawl
61296,19836,crawl
61296,21894,crawl
2158459,2129448,crawl
2158459,9777,crawl
2158471,2346637,crawl
61320,71441,crawl
61320,22482,crawl
61320,70645,crawl
61329,39307,crawl
61329,64013,crawl
61329,289295,crawl
61329,2125589,crawl
61329,68762,crawl
61329,176669,crawl
61329,37286,crawl
61329,246439,crawl
61329,56873,crawl
61329,108215,crawl
61329,2391608,crawl
61329,8128,crawl
61329,141633,crawl
61329,325543,crawl
61329,42051,crawl
61329,2441785,crawl
61329,39527,crawl
61329,147948,crawl
61329,41456,crawl
61329,61937,crawl
61329,243446,crawl
61329,61947,crawl
61329,373757,crawl
61361,3716,crawl
61361,309765,crawl
61361,2696,crawl
61361,3340,crawl
61361,1553,crawl
61361,68762,crawl
61361,56865,crawl
61361,379577,crawl
61361,23872,crawl
61361,42051,crawl
61361,25669,crawl
61361,46791,crawl
61361,223944,crawl
61361,20947,crawl
61361,93531,crawl
61361,174955,crawl
61361,243446,crawl
61361,287913,crawl
61361,464760,crawl
61361,1343,crawl
61401,21583,crawl
61406,121873,crawl
61406,309765,crawl
61426,117991,crawl
61426,31465,crawl
61426,81951,crawl
61483,21257,crawl
61483,11274,crawl
61483,68631,crawl
61483,64478,crawl
61524,20978,crawl
61525,481,crawl
61525,197,crawl
61525,3655,crawl
61525,28359,crawl
61525,3340,crawl
61525,146930,crawl
61525,58833,crawl
61525,1623,crawl
61525,153239,crawl
61525,59549,crawl
61525,3582,crawl
61525,3973,crawl
61545,92715,crawl
61545,4996,crawl
61545,14598,crawl
61545,278,crawl
61545,68762,crawl
61545,5035,crawl
61545,34868,crawl
61545,172470,crawl
61545,93624,crawl
61545,149727,crawl
61545,54716,crawl
61545,101438,crawl
61545,129727,crawl
61545,1856,crawl
61545,225350,crawl
61545,217930,crawl
61545,470092,crawl
61545,3022,crawl
61545,189776,crawl
61545,133080,crawl
61545,182113,crawl
61545,111846,crawl
61545,137960,crawl
61545,61161,crawl
61545,51691,crawl
61545,4723,crawl
61549,16512,crawl
61549,23872,crawl
61549,141836,crawl
61549,151024,crawl
61549,216219,crawl
61565,4144,crawl
61581,89995,crawl
61581,280974,crawl
61581,122491,crawl
61582,6928,crawl
61582,3347,crawl
61582,23582,crawl
61582,150470,crawl
61582,133576,crawl
61582,11093,crawl
61582,341590,crawl
61582,133087,crawl
61582,97,crawl
61582,156530,crawl
61582,5779,crawl
61588,78976,crawl
61588,515,crawl
61588,98647,crawl
61588,21421,crawl
61588,93469,crawl
61588,67105,crawl
61588,69794,crawl
61588,6436,crawl
61588,131627,crawl
61588,93509,crawl
61588,90070,crawl
61588,40692,crawl
61598,29754,crawl
61598,58554,crawl
61599,65818,crawl
61599,201467,crawl
61605,60988,crawl
61605,62622,crawl
61618,69608,crawl
61618,63052,crawl
61618,36752,crawl
61618,22771,crawl
61618,16958,crawl
61632,220224,crawl
61632,31465,crawl
61632,74858,crawl
61632,94353,crawl
61632,222518,crawl
61639,67105,crawl
61639,66883,crawl
61639,147329,crawl
61639,76658,crawl
61639,12309,crawl
61639,16540,crawl
61642,11561,crawl
61642,19958,crawl
61642,21257,crawl
61642,19833,crawl
61642,26589,crawl
61643,25925,crawl
61643,31465,crawl
61643,3340,crawl
61643,84655,crawl
61643,52951,crawl
61645,16005,crawl
61645,58890,crawl
61645,9490,crawl
61645,1085040,crawl
61645,68762,crawl
61645,13727,crawl
61645,122925,crawl
61645,51892,crawl
61645,64063,crawl
61645,58560,crawl
61645,20681,crawl
61645,6477,crawl
61645,22482,crawl
61645,30803,crawl
61645,52951,crawl
61645,7771,crawl
61645,13408,crawl
61645,94566,crawl
61645,31465,crawl
61645,107758,crawl
61645,37115,crawl
61650,62072,crawl
61650,28510,crawl
61654,2696,crawl
61654,283409,crawl
61654,29,crawl
61654,2118953,crawl
61654,314794,crawl
61654,239533,crawl
61654,228412,crawl
61654,76350,crawl
61654,136523,crawl
61654,3022,crawl
61654,27740,crawl
61654,2300001,crawl
61654,100,crawl
61654,170096,crawl
61654,138996,crawl
61657,191008,crawl
61657,57994,crawl
61657,9490,crawl
61661,110600,crawl
61661,162449,crawl
61661,9490,crawl
61661,121243,crawl
61661,64927,crawl
61661,26656,crawl
61661,5556,crawl
61661,183733,crawl
61661,13369,crawl
61661,274494,crawl
61661,129734,crawl
61661,64459,crawl
61661,148441,crawl
61661,2423268,crawl
61661,5097,crawl
61661,174955,crawl
61661,83063,crawl
61661,65272,crawl
61661,238842,crawl
61661,123260,crawl
61661,89685,crawl
61663,22482,crawl
61672,61739,crawl
61680,61698,crawl
61680,172041,crawl
61680,159370,crawl
61680,2195501,crawl
61680,2257459,crawl
61680,112963,crawl
61680,66072,crawl
61680,122522,crawl
61680,2149935,crawl
61680,84765,crawl
61680,58654,crawl
61680,115872,crawl
61680,118308,crawl
61680,29,crawl
61680,108730,crawl
61680,146108,crawl
61680,2094022,crawl
61680,243597,crawl
61680,235727,crawl
61680,61912,crawl
61680,80730,crawl
61680,144058,crawl
61680,152421,crawl
61680,61811,crawl
61680,39796,crawl
61680,243446,crawl
61680,147198,crawl
61682,176266,crawl
61682,120075,crawl
61682,11433,crawl
61682,29752,crawl
61682,6721,crawl
61682,45267,crawl
61682,284757,crawl
61682,53216,crawl
61682,3170,crawl
61682,225763,crawl
61688,220224,crawl
61688,64263,crawl
61688,9489,crawl
61688,790,crawl
61688,135194,crawl
61688,625441,crawl
61688,139783,crawl
61688,6189,crawl
61688,222518,crawl
61688,150687,crawl
61688,54486,crawl
61688,74858,crawl
61688,2455422,crawl
61698,246031,crawl
61698,108439,crawl
61698,58654,crawl
61698,350470,crawl
61698,130089,crawl
61698,317113,crawl
61698,144329,crawl
61698,61015,crawl
61698,10850,crawl
61698,39653,crawl
61698,238950,crawl
61698,61680,crawl
61698,39796,crawl
61698,243446,crawl
61704,1,crawl
61704,2,crawl
61704,3,crawl
61704,4,crawl
61704,5,crawl
61704,130056,crawl
61704,12,crawl
61704,5659,crawl
61704,9244,crawl
61704,29,crawl
61704,3104,crawl
61704,67105,crawl
61704,117286,crawl
61704,25642,crawl
61704,2138670,crawl
61704,1071,crawl
61704,3125,crawl
61704,5178,crawl
61704,2470460,crawl
61704,16958,crawl
61704,67,crawl
61704,126534,crawl
61704,1613,crawl
61704,130651,crawl
61704,92,crawl
61704,9823,crawl
61704,97,crawl
61704,105058,crawl
61704,14436,crawl
61704,319592,crawl
61704,122476,crawl
61704,5229,crawl
61704,41077,crawl
61704,396919,crawl
61704,2684,crawl
61704,2696,crawl
61704,327825,crawl
61704,28312,crawl
61704,1698,crawl
61704,1699,crawl
61704,181,crawl
61704,2743,crawl
61704,310981,crawl
61704,198,crawl
61704,33,crawl
61704,209,crawl
61704,118999,crawl
61704,3809,crawl
61704,131300,crawl
61704,82152,crawl
61704,377073,crawl
61704,262903,crawl
61704,151590,crawl
61704,4358,crawl
61704,62238,crawl
61704,1315,crawl
61704,294,crawl
61704,18568,crawl
61704,327,crawl
61704,12429,crawl
61704,14160,crawl
61704,141154,crawl
61704,73220,crawl
61704,134002,crawl
61704,33142,crawl
61704,15766,crawl
61704,26523,crawl
61704,292252,crawl
61704,2508209,crawl
61704,5602,crawl
61704,156132,crawl
61704,13800,crawl
61704,11245,crawl
61704,765,crawl
61704,3061,crawl
61704,7163,crawl
61723,100374,crawl
61723,59386,crawl
61739,61672,crawl
61739,330745,crawl
61758,53445,crawl
61758,11467,crawl
61758,157624,crawl
61761,122925,crawl
61761,9490,crawl
61764,57543,crawl
61764,57521,crawl
61764,85180,crawl
61764,222910,crawl
61775,62215,crawl
61775,237857,crawl
61775,102542,crawl
61775,21329,crawl
61775,72724,crawl
61775,1158613,crawl
61779,55826,crawl
61779,39973,crawl
61788,39653,crawl
61788,143469,crawl
61788,11891,crawl
61788,39796,crawl
61788,200185,crawl
61788,62682,crawl
61788,62140,crawl
61797,2,crawl
61797,3,crawl
61797,5,crawl
61797,100374,crawl
61797,3104,crawl
61797,33,crawl
61797,60462,crawl
61797,1071,crawl
61797,55370,crawl
61797,3661,crawl
61797,13415,crawl
61797,85106,crawl
61797,114826,crawl
61797,25744,crawl
61797,72474,crawl
61797,2723,crawl
61797,1057970,crawl
61797,312504,crawl
61797,320195,crawl
61797,44782,crawl
61797,102135,crawl
61797,15099,crawl
61797,162571,crawl
61797,316173,crawl
61797,348632,crawl
61797,2466067,crawl
61797,2107950,crawl
61797,71962,crawl
61797,293661,crawl
61797,62238,crawl
61797,27445,crawl
61797,130873,crawl
61797,283456,crawl
61797,327,crawl
61797,2156374,crawl
61797,235887,crawl
61797,1551218,crawl
61797,183678,crawl
61797,361346,crawl
61797,1525123,crawl
61797,112026,crawl
61797,236962,crawl
61808,94723,crawl
61808,15117,crawl
61808,289295,crawl
61808,164760,crawl
61808,128672,crawl
61808,154335,crawl
61808,6081,crawl
61808,156491,crawl
61808,470092,crawl
61808,73934,crawl
61808,49364,crawl
61808,88035,crawl
61808,229355,crawl
61809,73569,crawl
61809,7881,crawl
61809,44684,crawl
61809,4177,crawl
61809,9298,crawl
61809,198041,crawl
61809,289295,crawl
61809,68762,crawl
61809,1531870,crawl
61811,115872,crawl
61811,2259808,crawl
61811,348422,crawl
61811,144058,crawl
61811,172041,crawl
61811,152906,crawl
61811,2149935,crawl
61811,61680,crawl
61811,2257459,crawl
61811,243446,crawl
61811,108730,crawl
61811,146108,crawl
61811,84765,crawl
61811,58654,crawl
61813,32901,crawl
61813,9751,crawl
61813,68762,crawl
61813,122522,crawl
61813,64553,crawl
61813,64172,crawl
61813,2171565,crawl
61813,42051,crawl
61813,310981,crawl
61813,119632,crawl
61813,1049426,crawl
61813,260577,crawl
61813,57835,crawl
61813,217328,crawl
61813,26623,crawl
61814,3727,crawl
61814,288660,crawl
61814,6814,crawl
61814,133681,crawl
61814,131140,crawl
61814,173003,crawl
61814,3022,crawl
61814,81105,crawl
61814,8660,crawl
61814,215521,crawl
61814,107758,crawl
61814,343537,crawl
61814,2150521,crawl
61814,120319,crawl
61831,172041,crawl
61831,373806,crawl
61831,161342,crawl
61831,1613,crawl
61831,311911,crawl
61831,77427,crawl
61831,2542713,crawl
61831,89746,crawl
61831,114332,crawl
61831,213170,crawl
61831,173763,crawl
61831,89809,crawl
61831,121561,crawl
61831,155868,crawl
61831,69890,crawl
61831,2101007,crawl
61831,152858,crawl
61831,154843,crawl
61831,105270,crawl
61831,89945,crawl
61831,118107,crawl
61831,77164,crawl
61831,105327,crawl
61831,189296,crawl
61831,102783,crawl
61831,192402,crawl
61831,2319769,crawl
61831,471452,crawl
61831,187301,crawl
61831,386986,crawl
61831,343537,crawl
61831,27126,crawl
61837,80130,crawl
61837,3716,crawl
61837,9490,crawl
61837,59549,crawl
61837,13727,crawl
61837,25632,crawl
61837,152353,crawl
61837,134692,crawl
61837,122925,crawl
61837,13408,crawl
61837,133838,crawl
61837,17751,crawl
61837,18035,crawl
61860,6566,crawl
61860,31465,crawl
61860,26700,crawl
61860,62093,crawl
61860,53838,crawl
61860,69814,crawl
61860,57687,crawl
61860,5279,crawl
61863,72443,crawl
61874,130056,crawl
61874,32852,crawl
61885,37378,crawl
61885,69732,crawl
61885,144549,crawl
61885,185554,crawl
61885,65291,crawl
61885,79954,crawl
61885,37102,crawl
61885,1289680,crawl
61885,72082,crawl
61912,9751,crawl
61912,172568,crawl
61912,38440,crawl
61912,92715,crawl
61912,128068,crawl
61912,26700,crawl
61912,105549,crawl
61912,272462,crawl
61912,1617,crawl
61912,9298,crawl
61912,89685,crawl
61912,15959,crawl
61912,162987,crawl
61912,1628,crawl
61912,108730,crawl
61912,161385,crawl
61912,3192,crawl
61912,360062,crawl
61912,89746,crawl
61912,51892,crawl
61912,68801,crawl
61912,160487,crawl
61912,7916,crawl
61912,61680,crawl
61912,6400,crawl
61912,93446,crawl
61912,162571,crawl
61912,3340,crawl
61912,211226,crawl
61912,49449,crawl
61912,68912,crawl
61912,188213,crawl
61912,85238,crawl
61912,42835,crawl
61912,17240,crawl
61912,53099,crawl
61912,296301,crawl
61912,49010,crawl
61912,205545,crawl
61912,89748,crawl
61912,255871,crawl
61912,131052,crawl
61912,131140,crawl
61912,2459,crawl
61912,87976,crawl
61912,308152,crawl
61912,185792,crawl
61912,199617,crawl
61912,2124,crawl
61912,15313,crawl
61912,5587,crawl
61912,150436,crawl
61912,160591,crawl
61912,3550,crawl
61912,29157,crawl
61912,343537,crawl
61919,3340,crawl
61919,73602,crawl
61919,24976,crawl
61919,63632,crawl
61919,10527,crawl
61919,94117,crawl
61919,98345,crawl
61919,18730,crawl
61919,133040,crawl
61919,12169,crawl
61919,2115769,crawl
61919,451,crawl
61919,85320,crawl
61919,67672,crawl
61919,354020,crawl
61919,322013,crawl
61919,876,crawl
61919,19693,crawl
61919,151024,crawl
61919,17526,crawl
61919,85930,crawl
61919,2383487,crawl
61930,80673,crawl
61930,51339,crawl
61930,165307,crawl
61930,18172,crawl
61933,90793,crawl
61933,17861,crawl
61933,65877,crawl
61937,61329,crawl
61937,39307,crawl
61937,40088,crawl
61937,76059,crawl
61937,37286,crawl
61937,56873,crawl
61937,8128,crawl
61937,39527,crawl
61937,80488,crawl
61937,147948,crawl
61937,61947,crawl
2159090,2166401,crawl
61944,2945,crawl
61944,11862,crawl
61944,171531,crawl
61944,76561,crawl
61944,3482,crawl
61944,237340,crawl
61944,158877,crawl
61944,8109,crawl
61944,108721,crawl
61944,4921,crawl
61944,202302,crawl
61944,220736,crawl
61944,16836,crawl
61944,132550,crawl
61944,3655,crawl
61944,156616,crawl
61944,156364,crawl
61944,3660,crawl
61944,28359,crawl
61944,185426,crawl
61944,1747,crawl
61944,48470,crawl
61944,1623,crawl
61944,15064,crawl
61944,78425,crawl
61944,51675,crawl
61944,9574,crawl
61944,152337,crawl
61944,3688,crawl
61944,150505,crawl
61944,234,crawl
61944,85488,crawl
61944,117110,crawl
61944,84856,crawl
61944,251,crawl
61944,18154,crawl
61944,3582,crawl
61944,89087,crawl
61945,63226,crawl
61947,8128,crawl
61947,37286,crawl
61947,61937,crawl
61947,147948,crawl
61947,41456,crawl
61947,61329,crawl
61947,56873,crawl
61951,326202,crawl
61951,67339,crawl
2159104,78992,crawl
2159104,21235,crawl
2159104,244218,crawl
2159104,300284,crawl
61968,275360,crawl
61968,3717,crawl
61968,245322,crawl
61968,239533,crawl
61968,89685,crawl
61968,124367,crawl
61968,132016,crawl
61968,279920,crawl
61968,9490,crawl
61968,4723,crawl
61968,51891,crawl
61968,59549,crawl
61968,22111,crawl
61969,3328,crawl
61969,2289157,crawl
61969,93208,crawl
61969,2562602,crawl
61969,148398,crawl
61969,2090034,crawl
61969,345921,crawl
61969,246212,crawl
61969,56926,crawl
61969,161652,crawl
61970,12308,crawl
61970,9680,crawl
61970,109689,crawl
61970,20335,crawl
61970,2081018,crawl
61990,27022,crawl
61990,26516,crawl
61990,88746,crawl
61990,13887,crawl
61990,16718,crawl
2159171,1877711,crawl
62023,25344,crawl
62023,25196,crawl
62023,199693,crawl
62023,4975,crawl
62023,65724,crawl
62023,101754,crawl
62023,45086,crawl
62037,108424,crawl
62037,6145,crawl
