u1,u2,mask_weight
5737,15531,1.5
5737,15551,1.5
5737,15695,1.5
5737,15795,1.5
5737,16412,1.5
5737,16459,1.5
5737,16551,1.5
5737,16849,1.5
5737,16928,1.5
5737,17059,1.5
5737,17203,1.5
5737,17581,1.5
5737,17661,1.5
5737,17878,1.5
5737,17942,1.5
5737,17991,1.5
5737,18141,1.5
5737,18403,1.5
5737,18791,1.5
5737,19110,1.5
5737,19260,1.5
5737,19373,1.5
5737,19409,1.5
5737,19437,1.5
5737,19837,1.5
5737,19945,1.5
5737,20065,1.5
5737,20097,1.5
5737,20233,1.5
5737,20248,1.5
5737,20764,1.5
5737,20840,1.5
5737,20848,1.5
5737,21074,1.5
5737,21082,1.5
5737,21194,1.5
5737,21477,1.5
5737,21595,1.5
5737,21831,1.5
5737,21980,1.5
5737,22126,1.5
5737,22213,1.5
5737,22775,1.5
5737,22855,1.5
5737,23352,1.5
5737,23647,1.5
5737,23931,1.5
5737,24018,1.5
5737,24690,1.5
5737,25366,1.5
5737,25554,1.5
5737,25837,1.5
5737,26728,1.5
5737,26928,1.5
5737,27265,1.5
5737,27276,1.5
5737,27332,1.5
5737,27455,1.5
5737,27721,1.5
5737,27931,1.5
5737,28019,1.5
5737,28148,1.5
5737,28202,1.5
5737,28282,1.5
5737,28384,1.5
5737,28410,1.5
5737,28873,1.5
5737,29198,1.5
5737,29220,1.5
5737,29295,1.5
5737,29359,1.5
5737,29479,1.5
5737,29904,1.5
5737,29937,1.5
5737,30022,1.5
5737,30293,1.5
5737,30458,1.5
5737,30583,1.5
5737,30797,1.5
5737,31087,1.5
5739,8124,1.5
5740,26848,1.5
5740,27089,1.5
5741,6077,1.5
5741,6171,1.5
5741,7168,1.5
5741,8240,1.5
5741,8896,1.5
5741,9130,1.5
5741,10390,1.5
5741,11012,1.5
5741,13835,1.5
5741,16983,1.5
5741,18694,1.5
5741,18798,1.5
5741,18840,1.5
5741,19965,1.5
5741,20584,1.5
5741,21974,1.5
5741,22419,1.5
5741,25240,1.5
5742,6114,1.5
5742,8289,1.5
5742,8643,1.5
5742,9530,1.5
5742,10239,1.5
5742,11974,1.5
5742,13342,1.5
5742,13648,1.5
5742,13835,1.5
5743,6672,1.5
5743,9273,1.5
5743,10781,1.5
5743,12209,1.5
5743,12881,1.5
5743,13174,1.5
5743,17449,1.5
5743,20247,1.5
5743,22941,1.5
5743,23354,1.5
5743,25919,1.5
5743,28825,1.5
5744,5762,1.5
5744,5928,1.5
5744,5973,1.5
5744,5989,1.5
5744,6004,1.5
5744,6214,1.5
5744,6251,1.5
5744,6269,1.5
5744,6457,1.5
5744,6672,1.5
5744,6870,1.5
5744,8069,1.5
5744,8124,1.5
5744,8191,1.5
5744,8645,1.5
5744,8819,1.5
5744,8990,1.5
5744,9020,1.5
5744,9496,1.5
5744,9642,1.5
5744,9750,1.5
5744,9973,1.5
5744,11094,1.5
5744,11255,1.5
5744,11576,1.5
5744,11652,1.5
5744,11917,1.5
5744,11936,1.5
5744,11999,1.5
5744,12040,1.5
5744,12177,1.5
5744,12325,1.5
5744,12842,1.5
5744,13016,1.5
5744,13155,1.5
5744,13185,1.5
5744,13250,1.5
5744,13525,1.5
5744,13684,1.5
5744,13911,1.5
5744,14686,1.5
5744,15146,1.5
5744,15298,1.5
5744,15697,1.5
5744,16184,1.5
5744,17037,1.5
5744,18898,1.5
5744,19423,1.5
5744,19874,1.5
5744,20240,1.5
5744,20832,1.5
5744,20857,1.5
5744,21080,1.5
5744,21194,1.5
5744,22595,1.5
5744,23140,1.5
5744,23352,1.5
5744,25123,1.5
5744,27455,1.5
5744,27475,1.5
5745,9473,1.5
5746,19246,1.5
5749,12014,1.5
5749,14743,1.5
5752,19061,1.5
5752,19147,1.5
5753,7141,1.5
5753,9925,1.5
5753,19160,1.5
5753,21796,1.5
5753,30100,1.5
5754,6567,1.5
5754,7920,1.5
5754,9470,1.5
5754,15895,1.5
5754,20712,1.5
5755,6453,1.5
5755,6511,1.5
5755,6827,1.5
5755,6897,1.5
5755,7471,1.5
5755,10320,1.5
5755,10342,1.5
5755,11083,1.5
5755,11094,1.5
5755,11970,1.5
5755,12024,1.5
5755,12307,1.5
5755,12423,1.5
5755,12573,1.5
5755,12801,1.5
5755,13343,1.5
5755,14003,1.5
5755,16548,1.5
5755,17661,1.5
5755,17972,1.5
5755,19435,1.5
5755,20113,1.5
5755,22758,1.5
5755,25685,1.5
5755,26863,1.5
5757,5864,1.5
5757,13409,1.5
5757,17019,1.5
5759,7310,1.5
5759,13184,1.5
5760,6305,1.5
5760,7635,1.5
5760,8112,1.5
5760,11013,1.5
5760,12467,1.5
5760,13525,1.5
5760,13739,1.5
5760,14003,1.5
5760,22122,1.5
5760,22832,1.5
5760,24369,1.5
5762,6214,1.5
5762,7473,1.5
5762,8990,1.5
5762,10239,1.5
5762,11336,1.5
5762,11652,1.5
5762,12209,1.5
5762,15492,1.5
5764,7400,1.5
5764,7447,1.5
5764,10252,1.5
5764,26152,1.5
5764,26316,1.5
5765,9513,1.5
5765,16788,1.5
5765,22239,1.5
5766,7563,1.5
5766,7838,1.5
5766,18696,1.5
5766,21416,1.5
5766,23741,1.5
5766,23994,1.5
5767,14147,1.5
5769,17590,1.5
5769,27613,1.5
5772,6225,1.5
5772,8686,1.5
5772,14674,1.5
5772,18388,1.5
5772,18391,1.5
5772,25904,1.5
5775,5827,1.5
5775,11585,1.5
5775,13062,1.5
5775,13092,1.5
5776,6553,1.5
5776,9262,1.5
5776,11815,1.5
5776,20065,1.5
5777,6158,1.5
5777,11256,1.5
5777,20040,1.5
5779,5780,1.5
5779,9817,1.5
5779,22497,1.5
5780,10081,1.5
5780,15071,1.5
5780,22497,1.5
5781,7705,1.5
5781,12120,1.5
5781,12134,1.5
5781,19435,1.5
5781,19665,1.5
5781,19969,1.5
5783,5843,1.5
5783,9470,1.5
5783,10449,1.5
5783,11644,1.5
5783,16560,1.5
5784,10074,1.5
5784,11963,1.5
5785,6672,1.5
5785,7225,1.5
5785,15809,1.5
5785,21194,1.5
5786,27180,1.5
5789,6672,1.5
5789,21194,1.5
5790,9983,1.5
5790,15147,1.5
5791,21737,1.5
5792,6511,1.5
5792,8795,1.5
5792,11649,1.5
5792,14675,1.5
5792,16775,1.5
5792,22855,1.5
5793,6672,1.5
5793,14264,1.5
5793,21194,1.5
5795,5798,1.5
5795,5810,1.5
5795,8487,1.5
5795,8867,1.5
5795,12257,1.5
5797,7025,1.5
5797,10625,1.5
5798,5810,1.5
5798,6672,1.5
5798,8072,1.5
5798,8487,1.5
5798,10727,1.5
5798,12257,1.5
5798,18724,1.5
5798,19101,1.5
5798,19128,1.5
5798,30796,1.5
5800,5805,1.5
5801,10794,1.5
5801,13610,1.5
5802,11252,1.5
5802,26738,1.5
5803,6401,1.5
5803,8004,1.5
5803,20987,1.5
5804,11605,1.5
5806,10027,1.5
5806,13855,1.5
5806,15551,1.5
5807,6364,1.5
5807,6752,1.5
5807,8375,1.5
5807,9120,1.5
5807,9145,1.5
5807,10142,1.5
5807,10954,1.5
5807,11319,1.5
5807,11601,1.5
5807,12868,1.5
5807,13778,1.5
5807,13835,1.5
5807,15075,1.5
5807,15185,1.5
5807,21194,1.5
5807,25533,1.5
5807,29102,1.5
5807,29231,1.5
5808,6672,1.5
5808,8645,1.5
5808,19110,1.5
5810,8072,1.5
5810,8132,1.5
5810,8487,1.5
5810,13185,1.5
5810,16579,1.5
5810,17208,1.5
5810,18724,1.5
5810,20065,1.5
5812,6455,1.5
5812,16535,1.5
5812,16762,1.5
5812,23289,1.5
5814,17496,1.5
5815,14263,1.5
5815,14297,1.5
5816,5850,1.5
5816,21320,1.5
5817,5839,1.5
5818,5966,1.5
5818,6011,1.5
5818,6030,1.5
5818,6672,1.5
5818,7739,1.5
5818,8868,1.5
5818,9264,1.5
5818,9277,1.5
5818,10620,1.5
5818,14458,1.5
5818,14765,1.5
5818,15086,1.5
5818,15243,1.5
5818,15340,1.5
5818,15545,1.5
5818,16395,1.5
5818,17399,1.5
5818,17441,1.5
5818,17466,1.5
5818,18667,1.5
5818,19207,1.5
5818,20168,1.5
5818,21037,1.5
5818,21584,1.5
5818,22039,1.5
5818,22118,1.5
5818,22820,1.5
5818,24015,1.5
5818,24532,1.5
5818,24893,1.5
5818,25366,1.5
5818,26421,1.5
5818,27178,1.5
5818,28768,1.5
5819,6323,1.5
5819,14736,1.5
5820,6060,1.5
5820,6169,1.5
5820,6453,1.5
5820,6588,1.5
5820,6672,1.5
5820,6734,1.5
5820,6924,1.5
5820,7301,1.5
5820,7340,1.5
5820,7436,1.5
5820,8018,1.5
5820,8320,1.5
5820,8645,1.5
5820,8909,1.5
5820,9554,1.5
5820,10423,1.5
5820,10487,1.5
5820,11246,1.5
5820,11263,1.5
5820,11458,1.5
5820,11649,1.5
5820,11672,1.5
5820,11856,1.5
5820,11917,1.5
5820,12040,1.5
5820,12325,1.5
5820,12339,1.5
5820,12375,1.5
5820,12467,1.5
5820,12591,1.5
5820,12733,1.5
5820,13155,1.5
5820,13247,1.5
5820,13509,1.5
5820,13651,1.5
5820,14523,1.5
5820,14799,1.5
5820,15069,1.5
5820,15492,1.5
5820,16551,1.5
5820,16740,1.5
5820,17203,1.5
5820,17629,1.5
5820,18154,1.5
5820,19368,1.5
5820,19611,1.5
5820,20764,1.5
5820,20832,1.5
5820,21194,1.5
5820,21931,1.5
5820,22855,1.5
5820,23655,1.5
5820,24556,1.5
5820,24690,1.5
5822,7963,1.5
5822,14732,1.5
5822,17471,1.5
5822,20674,1.5
5822,20728,1.5
5825,12257,1.5
5827,13092,1.5
5827,19407,1.5
5828,16740,1.5
5829,6796,1.5
5829,7063,1.5
5829,9273,1.5
5829,12887,1.5
5829,13014,1.5
5829,15969,1.5
5830,6105,1.5
5831,6763,1.5
5831,8120,1.5
5831,9166,1.5
5831,9736,1.5
5831,10171,1.5
5831,10369,1.5
5831,11055,1.5
5831,11475,1.5
5831,11936,1.5
5831,13030,1.5
5831,13250,1.5
5831,13650,1.5
5831,14372,1.5
5831,27486,1.5
5832,5873,1.5
5832,6180,1.5
5832,6236,1.5
5832,7213,1.5
5832,12262,1.5
5832,12513,1.5
5833,6313,1.5
5833,6386,1.5
5833,6511,1.5
5833,6764,1.5
5833,9203,1.5
5833,10535,1.5
5833,10564,1.5
5833,11666,1.5
5833,13250,1.5
5833,14264,1.5
5833,14277,1.5
5833,14425,1.5
5833,14596,1.5
5834,10999,1.5
5834,14523,1.5
5834,15331,1.5
5834,16632,1.5
5834,19435,1.5
5834,25433,1.5
5835,6857,1.5
5837,6129,1.5
5837,6599,1.5
5837,7360,1.5
5837,7575,1.5
5837,8643,1.5
5837,12849,1.5
5837,15902,1.5
5838,10524,1.5
5840,10487,1.5
5840,12405,1.5
5843,6862,1.5
5844,6654,1.5
5844,11227,1.5
5844,13600,1.5
5845,6305,1.5
5845,10109,1.5
5845,12257,1.5
5845,13155,1.5
5845,18573,1.5
5845,18942,1.5
5845,21194,1.5
5848,6964,1.5
5848,7118,1.5
5848,7146,1.5
5848,10956,1.5
5848,12695,1.5
5849,14870,1.5
5849,30132,1.5
5850,7697,1.5
5850,21320,1.5
5850,23960,1.5
5851,6730,1.5
5851,6873,1.5
5851,7591,1.5
5851,9040,1.5
5851,11333,1.5
5851,12094,1.5
5851,15829,1.5
5851,16412,1.5
5851,21196,1.5
5851,29220,1.5
5852,6998,1.5
5852,11333,1.5
5852,11455,1.5
5852,12094,1.5
5853,6407,1.5
5853,6596,1.5
5853,6954,1.5
5853,8769,1.5
5853,9030,1.5
5853,9672,1.5
5853,9839,1.5
5853,10437,1.5
5853,12120,1.5
5853,12661,1.5
5853,12961,1.5
5853,12968,1.5
5853,13835,1.5
5853,14199,1.5
5853,14209,1.5
5853,14701,1.5
5853,18443,1.5
5853,20488,1.5
5853,21196,1.5
5853,21607,1.5
5853,24385,1.5
5853,26975,1.5
5853,28132,1.5
5853,28785,1.5
5853,29507,1.5
5853,30170,1.5
5853,31477,1.5
5853,31631,1.5
5855,6999,1.5
5855,11023,1.5
5855,11339,1.5
5855,11728,1.5
5855,19273,1.5
5858,6672,1.5
5858,6768,1.5
5858,8645,1.5
5862,6270,1.5
5862,6492,1.5
5862,6862,1.5
5862,7469,1.5
5862,11585,1.5
5862,11621,1.5
5862,14151,1.5
5862,20720,1.5
5864,11728,1.5
5864,11916,1.5
5864,15463,1.5
5866,7755,1.5
5866,9519,1.5
5866,12575,1.5
5866,13594,1.5
5866,17275,1.5
5866,17659,1.5
5866,17872,1.5
5866,17889,1.5
5866,17985,1.5
5866,22718,1.5
5867,9925,1.5
5869,6806,1.5
5869,9249,1.5
5870,7355,1.5
5870,9521,1.5
5870,11680,1.5
5871,5937,1.5
5871,6067,1.5
5871,6714,1.5
5871,9607,1.5
5871,12995,1.5
5871,14585,1.5
5871,15236,1.5
5871,25637,1.5
5872,21194,1.5
5874,5954,1.5
5874,6039,1.5
5874,6068,1.5
5874,6820,1.5
5874,8034,1.5
5874,9273,1.5
5874,10296,1.5
5874,10517,1.5
5874,10938,1.5
5874,11674,1.5
5874,12209,1.5
5874,12576,1.5
5874,17878,1.5
5874,23183,1.5
5877,8854,1.5
5877,23649,1.5
5878,14096,1.5
5879,5881,1.5
5879,6487,1.5
5879,6672,1.5
5879,12677,1.5
5879,16902,1.5
5879,20065,1.5
5879,21906,1.5
5879,23656,1.5
5882,5905,1.5
5883,14920,1.5
5883,18646,1.5
5884,6989,1.5
5884,7763,1.5
5885,6686,1.5
5885,6859,1.5
5886,6862,1.5
5886,6938,1.5
5886,9276,1.5
5886,22307,1.5
5886,30095,1.5
5887,6672,1.5
5887,10163,1.5
5888,6063,1.5
5888,6101,1.5
5888,6235,1.5
5888,7117,1.5
5888,7141,1.5
5888,7329,1.5
5888,7555,1.5
5888,8535,1.5
5888,9003,1.5
5888,10068,1.5
5888,14278,1.5
5888,17483,1.5
5888,17946,1.5
5888,18335,1.5
5888,20052,1.5
5888,21643,1.5
5888,22699,1.5
5888,26880,1.5
5888,27977,1.5
5888,28277,1.5
5891,7516,1.5
5891,8351,1.5
5892,6511,1.5
5892,6672,1.5
5892,7356,1.5
5892,10131,1.5
5892,10707,1.5
5892,14375,1.5
5892,16928,1.5
5892,18530,1.5
5892,22855,1.5
5892,26928,1.5
5892,27265,1.5
5893,14754,1.5
5893,19872,1.5
5893,28361,1.5
5894,14402,1.5
5894,23434,1.5
5894,23615,1.5
5894,23891,1.5
5894,24754,1.5
5894,26539,1.5
5896,5929,1.5
5896,6511,1.5
5896,7473,1.5
5896,8645,1.5
5896,9736,1.5
5896,11625,1.5
5896,12012,1.5
5899,6859,1.5
5899,9773,1.5
5899,16765,1.5
5900,8421,1.5
5900,9986,1.5
5900,10609,1.5
5901,15360,1.5
5903,8333,1.5
5903,14323,1.5
5906,12407,1.5
5906,12652,1.5
5906,12923,1.5
5906,20481,1.5
5906,21194,1.5
5906,25035,1.5
5906,25064,1.5
5906,25171,1.5
5906,28311,1.5
5906,29295,1.5
5910,6270,1.5
5910,7656,1.5
5910,11575,1.5
5910,27905,1.5
5911,20779,1.5
5912,6418,1.5
5913,12747,1.5
5915,10238,1.5
5916,6164,1.5
5916,6459,1.5
5916,7010,1.5
5916,7550,1.5
5916,7958,1.5
5916,12325,1.5
5916,15160,1.5
5916,15324,1.5
5916,19069,1.5
5916,19437,1.5
5916,21194,1.5
5916,21995,1.5
5916,24829,1.5
5916,28460,1.5
5919,6862,1.5
5919,6938,1.5
5920,5983,1.5
5920,5987,1.5
5920,6210,1.5
5920,6672,1.5
5920,10142,1.5
5920,12507,1.5
5920,12904,1.5
5920,14772,1.5
5920,17769,1.5
5920,17908,1.5
5920,19437,1.5
5920,20590,1.5
5920,21995,1.5
5920,26487,1.5
5920,30095,1.5
5920,30454,1.5
5921,6672,1.5
5921,8990,1.5
5921,14686,1.5
5921,16851,1.5
5921,17769,1.5
5921,19373,1.5
5921,20065,1.5
5921,22155,1.5
5921,22832,1.5
5924,11164,1.5
5924,20065,1.5
5925,7973,1.5
5925,10856,1.5
5926,6253,1.5
5926,6658,1.5
5928,12806,1.5
5928,13328,1.5
5929,6672,1.5
5929,8909,1.5
5929,8995,1.5
5929,9611,1.5
5929,10412,1.5
5929,11649,1.5
5929,11917,1.5
5929,12257,1.5
5929,13028,1.5
5929,14572,1.5
5929,15029,1.5
5929,15338,1.5
5929,16582,1.5
5929,16928,1.5
5929,22855,1.5
5930,12521,1.5
5930,13154,1.5
5930,16506,1.5
5932,8692,1.5
5932,11210,1.5
5932,19109,1.5
5933,11918,1.5
5933,11967,1.5
5933,13099,1.5
5933,13595,1.5
5933,21152,1.5
5934,6511,1.5
5934,6785,1.5
5934,7692,1.5
5934,8702,1.5
5934,8984,1.5
5934,8987,1.5
5934,9363,1.5
5934,11800,1.5
5936,6389,1.5
5936,15829,1.5
5937,6067,1.5
5938,6110,1.5
5938,6747,1.5
5939,7301,1.5
5939,9058,1.5
5939,16662,1.5
5939,16765,1.5
5940,6486,1.5
5940,6511,1.5
5940,7485,1.5
5940,12850,1.5
5942,8191,1.5
5943,6214,1.5
5943,6672,1.5
5943,9079,1.5
5943,10110,1.5
5943,11241,1.5
5943,24031,1.5
5944,6001,1.5
5945,7451,1.5
5945,12177,1.5
5945,12325,1.5
5945,14462,1.5
5945,17071,1.5
5945,17579,1.5
5945,19204,1.5
5945,20240,1.5
5945,26316,1.5
5945,29021,1.5
5946,15379,1.5
5947,6251,1.5
5947,6300,1.5
5947,6335,1.5
5947,8057,1.5
5947,8645,1.5
5947,10334,1.5
5947,11120,1.5
5947,11255,1.5
5947,11652,1.5
5947,12953,1.5
5947,14069,1.5
5947,14686,1.5
5947,15091,1.5
5947,17549,1.5
5947,18860,1.5
5947,30351,1.5
5949,5958,1.5
5950,5954,1.5
5950,5969,1.5
5950,5979,1.5
5950,6415,1.5
5950,7851,1.5
5950,8198,1.5
5950,10197,1.5
5950,10492,1.5
5950,10695,1.5
5950,10890,1.5
5950,11216,1.5
5950,12654,1.5
5950,12762,1.5
5950,12832,1.5
5950,13260,1.5
5950,13835,1.5
5950,14551,1.5
5950,17393,1.5
5950,17769,1.5
5950,17778,1.5
5950,25729,1.5
5950,27023,1.5
5950,27799,1.5
5950,28581,1.5
5951,11041,1.5
5951,14749,1.5
5951,16953,1.5
5951,19267,1.5
5952,6230,1.5
5952,7301,1.5
5952,12090,1.5
5952,12380,1.5
5952,13121,1.5
5952,16662,1.5
5952,16765,1.5
5952,23200,1.5
5952,30518,1.5
5954,10164,1.5
5954,11674,1.5
5954,12667,1.5
5954,17556,1.5
5954,17769,1.5
5954,17878,1.5
5954,20318,1.5
5954,21375,1.5
5955,6030,1.5
5955,6511,1.5
5955,7130,1.5
5955,7987,1.5
5955,9901,1.5
5955,10787,1.5
5955,10952,1.5
5955,11207,1.5
5955,11448,1.5
5955,11672,1.5
5955,11716,1.5
5955,11763,1.5
5955,11999,1.5
5955,12470,1.5
5955,13210,1.5
5955,13557,1.5
5955,18487,1.5
5955,19533,1.5
5955,20116,1.5
5955,20398,1.5
5955,20689,1.5
5955,22088,1.5
5955,22639,1.5
5955,26726,1.5
5955,30581,1.5
5955,30739,1.5
5957,9520,1.5
5958,20784,1.5
5959,13684,1.5
5960,11241,1.5
5961,8241,1.5
5961,16789,1.5
5962,6027,1.5
5962,7081,1.5
5962,9705,1.5
5962,17511,1.5
5962,24121,1.5
5965,6015,1.5
5965,6069,1.5
5965,12621,1.5
5965,15781,1.5
5966,6030,1.5
5966,6988,1.5
5966,7058,1.5
5966,8232,1.5
5966,9520,1.5
5966,9677,1.5
5966,10424,1.5
5966,10620,1.5
5966,11738,1.5
5966,14080,1.5
5966,15086,1.5
5966,17399,1.5
5966,17466,1.5
5966,19207,1.5
5966,19573,1.5
5966,20168,1.5
5966,20282,1.5
5966,20416,1.5
5966,21328,1.5
5966,21668,1.5
5966,23984,1.5
5966,24679,1.5
5966,24717,1.5
5966,25958,1.5
5966,27178,1.5
5966,30555,1.5
5967,7195,1.5
5967,8501,1.5
5967,9085,1.5
5967,11578,1.5
5967,13426,1.5
5967,13593,1.5
5967,14205,1.5
5967,17114,1.5
5967,19437,1.5
5967,22855,1.5
5968,6672,1.5
5968,7165,1.5
5968,15695,1.5
5968,19437,1.5
5968,24690,1.5
5969,8198,1.5
5969,10197,1.5
5969,10695,1.5
5969,12654,1.5
5969,12762,1.5
5969,13296,1.5
5969,14551,1.5
5969,17769,1.5
5969,21319,1.5
5969,27023,1.5
5969,28581,1.5
5969,28613,1.5
5970,6221,1.5
5970,6262,1.5
5970,6672,1.5
5970,11005,1.5
5970,11216,1.5
5970,16545,1.5
5970,18414,1.5
5970,20116,1.5
5970,23971,1.5
5970,27455,1.5
5971,7889,1.5
5971,10110,1.5
5971,11055,1.5
5971,11752,1.5
5971,11973,1.5
5971,14599,1.5
5971,16472,1.5
5971,19406,1.5
5971,21194,1.5
5971,27038,1.5
5972,6798,1.5
5972,7514,1.5
5972,7540,1.5
5972,8653,1.5
5972,8659,1.5
5972,8679,1.5
5972,9722,1.5
5972,9912,1.5
5972,9916,1.5
5972,10587,1.5
5972,10862,1.5
5972,11136,1.5
5972,13289,1.5
5972,13456,1.5
5972,13526,1.5
5972,13970,1.5
5972,14551,1.5
5972,14633,1.5
5972,15247,1.5
5972,15315,1.5
5972,15435,1.5
5972,16353,1.5
5972,20144,1.5
5972,21194,1.5
5972,21996,1.5
5972,22380,1.5
5972,22860,1.5
5972,25833,1.5
5972,29220,1.5
5972,30953,1.5
5973,7797,1.5
5973,11241,1.5
5973,11984,1.5
5973,12040,1.5
5973,13255,1.5
5974,6004,1.5
5974,6787,1.5
5975,7054,1.5
5976,11672,1.5
5977,6339,1.5
5977,6774,1.5
5977,7007,1.5
5977,7771,1.5
5977,12677,1.5
5977,15169,1.5
5977,24332,1.5
5979,6675,1.5
5979,6681,1.5
5979,8250,1.5
5979,8496,1.5
5979,8645,1.5
5979,8653,1.5
5979,8654,1.5
5979,8909,1.5
5979,8982,1.5
5979,9940,1.5
5979,10197,1.5
5979,11540,1.5
5979,11748,1.5
5979,11752,1.5
5979,13097,1.5
5979,13893,1.5
5979,13902,1.5
5979,13975,1.5
5979,14080,1.5
5979,14112,1.5
5979,14580,1.5
5979,15180,1.5
5979,15270,1.5
5979,15758,1.5
5979,16004,1.5
5979,16261,1.5
5979,18260,1.5
5979,18775,1.5
5979,19673,1.5
5979,20009,1.5
5979,21194,1.5
5979,21630,1.5
5980,6171,1.5
5980,6571,1.5
5980,7168,1.5
5980,8257,1.5
5980,8306,1.5
5980,9035,1.5
5980,9338,1.5
5980,11913,1.5
5980,13154,1.5
5980,20478,1.5
5980,21456,1.5
5980,26152,1.5
5980,29986,1.5
5981,7845,1.5
5981,14236,1.5
5982,6394,1.5
5982,8746,1.5
5983,5987,1.5
5983,7425,1.5
5983,7829,1.5
5983,12904,1.5
5985,7473,1.5
5985,7634,1.5
5985,8203,1.5
5985,8275,1.5
5985,8593,1.5
5985,10196,1.5
5985,10770,1.5
5985,11870,1.5
5985,13105,1.5
5985,13253,1.5
5985,13577,1.5
5985,13606,1.5
5985,13803,1.5
5985,14526,1.5
5985,15162,1.5
5985,15869,1.5
5985,16688,1.5
5985,17481,1.5
5986,6133,1.5
5987,12904,1.5
5988,6531,1.5
5988,20625,1.5
5989,8645,1.5
5989,11335,1.5
5989,11826,1.5
5989,17579,1.5
5989,17846,1.5
5989,18898,1.5
5989,19080,1.5
5990,8957,1.5
5990,12946,1.5
5990,13999,1.5
5990,17889,1.5
5990,21250,1.5
5990,25667,1.5
5990,28904,1.5
5990,31071,1.5
5991,10272,1.5
5991,25559,1.5
5992,8556,1.5
5994,6379,1.5
5994,9631,1.5
5994,15761,1.5
5995,9892,1.5
5995,10163,1.5
5996,7465,1.5
5997,6839,1.5
5997,6938,1.5
5997,19705,1.5
5997,21194,1.5
5998,6511,1.5
5998,6862,1.5
5998,9516,1.5
5998,10238,1.5
5998,10283,1.5
5998,10607,1.5
5998,12094,1.5
5998,12325,1.5
5998,15160,1.5
5998,15503,1.5
5998,18089,1.5
5998,30834,1.5
5999,6702,1.5
5999,7977,1.5
5999,8332,1.5
6000,6186,1.5
6001,12988,1.5
6002,6511,1.5
6002,8312,1.5
6002,20975,1.5
6002,22640,1.5
6003,6230,1.5
6004,6103,1.5
6004,6488,1.5
6004,6511,1.5
6004,6924,1.5
6004,8018,1.5
6004,8957,1.5
6004,9382,1.5
6004,11649,1.5
6004,11672,1.5
6004,11917,1.5
6004,12325,1.5
6004,12467,1.5
6004,12897,1.5
6004,13155,1.5
6004,13343,1.5
6004,14133,1.5
6004,14264,1.5
6004,15198,1.5
6004,16184,1.5
6004,16630,1.5
6004,16740,1.5
6004,16928,1.5
6004,18734,1.5
6004,20233,1.5
6004,20764,1.5
6004,20832,1.5
6004,21074,1.5
6004,21194,1.5
6004,21589,1.5
6004,24690,1.5
6004,27455,1.5
6005,7013,1.5
6005,7325,1.5
6005,7842,1.5
6005,8770,1.5
6006,6701,1.5
6007,7087,1.5
6007,8574,1.5
6007,8615,1.5
6007,8764,1.5
6007,9992,1.5
6007,10999,1.5
6007,13795,1.5
6007,13905,1.5
6007,15186,1.5
6007,19261,1.5
6007,19615,1.5
6007,20932,1.5
6007,23384,1.5
6007,23555,1.5
6007,24494,1.5
6007,25124,1.5
6007,29322,1.5
6007,30516,1.5
6008,11339,1.5
6010,6129,1.5
6010,8645,1.5
6010,11574,1.5
6010,11649,1.5
6010,12820,1.5
6010,15695,1.5
6010,16724,1.5
6010,16849,1.5
6010,17473,1.5
6010,19270,1.5
6010,22123,1.5
6011,6030,1.5
6011,8855,1.5
6011,9129,1.5
6011,9264,1.5
6011,9277,1.5
6011,15132,1.5
6011,16395,1.5
6011,21584,1.5
6013,22180,1.5
6014,9768,1.5
6014,17768,1.5
6015,11857,1.5
6015,12220,1.5
6015,12621,1.5
6016,7168,1.5
6016,8638,1.5
6017,6367,1.5
6017,6503,1.5
6017,6870,1.5
6017,6987,1.5
6017,7159,1.5
6017,8645,1.5
6017,10609,1.5
6017,12964,1.5
6017,13516,1.5
6017,15755,1.5
6017,16630,1.5
6017,19216,1.5
6017,20052,1.5
6017,21416,1.5
6017,23649,1.5
6017,26711,1.5
6017,27702,1.5
6018,6672,1.5
6018,7234,1.5
6018,8485,1.5
6018,14228,1.5
6018,21194,1.5
6019,21194,1.5
6019,29968,1.5
6021,6030,1.5
6021,8749,1.5
6021,8855,1.5
6021,9129,1.5
6021,15731,1.5
6021,16033,1.5
6021,25698,1.5
6022,6588,1.5
6022,6813,1.5
6022,8505,1.5
6022,14037,1.5
6023,8417,1.5
6023,9223,1.5
6024,9340,1.5
6026,10907,1.5
6026,12677,1.5
6026,13483,1.5
6026,16185,1.5
6026,19281,1.5
6026,22998,1.5
6026,24472,1.5
6026,26781,1.5
6026,27015,1.5
6026,29877,1.5
6028,14056,1.5
6030,6988,1.5
6030,8855,1.5
6030,9129,1.5
6030,9264,1.5
6030,9277,1.5
6030,9288,1.5
6030,9400,1.5
6030,9722,1.5
6030,10131,1.5
6030,10620,1.5
6030,10952,1.5
6030,12125,1.5
6030,12470,1.5
6030,14462,1.5
6030,15132,1.5
6030,15731,1.5
6030,16395,1.5
6030,17353,1.5
6030,17769,1.5
6030,18487,1.5
6030,19207,1.5
6030,20065,1.5
6030,20116,1.5
6030,21194,1.5
6030,21584,1.5
6030,21632,1.5
6030,23984,1.5
6030,24425,1.5
6030,29220,1.5
6030,29877,1.5
6030,31143,1.5
6030,31395,1.5
6031,7945,1.5
6031,17114,1.5
6031,18777,1.5
6031,20903,1.5
6031,20976,1.5
6032,7755,1.5
6032,8937,1.5
6032,9752,1.5
