from_group,to_group,from_poi,to_poi,gap_min,n_shared,jaccard,members
3886,33271,193,26378,3,2,1.0,26914|27562
3886,36132,193,40451,8,2,1.0,26914|27562
4052,3531,197,182,27,2,1.0,26914|27562
4052,3639,197,184,24,2,1.0,26914|27562
4052,4064,197,199,6,2,1.0,26914|27562
4052,4081,197,201,12,2,1.0,26914|27562
4052,4088,197,202,31,2,1.0,26914|27562
4052,8652,197,451,14,2,1.0,26914|27562
4052,17315,197,2824,10,2,1.0,26914|27562
4052,24466,197,8847,13,2,1.0,26914|27562
4052,24707,197,9197,7,2,1.0,26914|27562
4052,24711,197,9199,10,2,1.0,26914|27562
4052,26086,197,10722,17,2,1.0,26914|27562
4052,27207,197,12541,16,2,1.0,26914|27562
4052,27231,197,12545,16,2,1.0,26914|27562
4052,33210,197,26108,30,2,1.0,26914|27562
4052,33932,197,28706,3,2,1.0,26914|27562
4052,34022,197,29062,31,2,1.0,26914|27562
4052,34151,197,29478,10,2,1.0,26914|27562
4052,36054,197,39780,28,2,1.0,26914|27562
4064,3531,199,182,21,2,1.0,26914|27562
4064,3639,199,184,18,2,1.0,26914|27562
4064,4081,199,201,6,2,1.0,26914|27562
4064,4088,199,202,25,2,1.0,26914|27562
4064,8652,199,451,8,2,1.0,26914|27562
4064,17315,199,2824,4,2,1.0,26914|27562
4064,24466,199,8847,7,2,1.0,26914|27562
4064,24707,199,9197,1,2,1.0,26914|27562
4064,24711,199,9199,4,2,1.0,26914|27562
4064,26086,199,10722,11,2,1.0,26914|27562
4064,27207,199,12541,10,2,1.0,26914|27562
4064,27231,199,12545,10,2,1.0,26914|27562
4064,33210,199,26108,24,2,1.0,26914|27562
4064,34022,199,29062,25,2,1.0,26914|27562
4064,34151,199,29478,4,2,1.0,26914|27562
4064,36054,199,39780,22,2,1.0,26914|27562
4081,3531,201,182,15,2,1.0,26914|27562
4081,3639,201,184,12,2,1.0,26914|27562
4081,4088,201,202,19,2,1.0,26914|27562
4081,8652,201,451,2,2,1.0,26914|27562
4081,24466,201,8847,1,2,1.0,26914|27562
4081,26086,201,10722,5,2,1.0,26914|27562
4081,27207,201,12541,4,2,1.0,26914|27562
4081,27231,201,12545,4,2,1.0,26914|27562
4081,33210,201,26108,18,2,1.0,26914|27562
4081,34022,201,29062,19,2,1.0,26914|27562
4081,36054,201,39780,16,2,1.0,26914|27562
4383,2610,207,96,42,2,1.0,26914|27562
4383,10743,207,551,9,2,1.0,26914|27562
4383,11783,207,740,28,2,1.0,26914|27562
4383,18985,207,3745,7,2,1.0,26914|27562
4383,22049,207,6251,26,2,1.0,26914|27562
4383,22389,207,6551,16,2,1.0,26914|27562
4383,23097,207,7438,41,2,1.0,26914|27562
4383,27916,207,13551,22,2,1.0,26914|27562
4383,32685,207,24512,49,2,1.0,26914|27562
4562,2610,209,96,44,2,1.0,26914|27562
4562,3261,209,174,1,2,1.0,26914|27562
4562,3477,209,181,1,2,1.0,26914|27562
4562,3636,209,184,1,2,1.0,26914|27562
4562,4383,209,207,2,2,1.0,26914|27562
4562,10743,209,551,11,2,1.0,26914|27562
4562,11783,209,740,30,2,1.0,26914|27562
4562,18985,209,3745,9,2,1.0,26914|27562
4562,22049,209,6251,28,2,1.0,26914|27562
4562,22389,209,6551,18,2,1.0,26914|27562
4562,23097,209,7438,43,2,1.0,26914|27562
4562,27916,209,13551,24,2,1.0,26914|27562
4562,32685,209,24512,51,2,1.0,26914|27562
6087,2610,225,96,60,2,1.0,26914|27562
6087,3261,225,174,17,2,1.0,26914|27562
6087,3477,225,181,17,2,1.0,26914|27562
6087,3636,225,184,17,2,1.0,26914|27562
6087,4383,225,207,18,2,1.0,26914|27562
6087,4562,225,209,16,2,1.0,26914|27562
6087,10743,225,551,27,2,1.0,26914|27562
6087,10863,225,555,13,2,1.0,26914|27562
6087,11783,225,740,46,2,1.0,26914|27562
6087,18985,225,3745,25,2,1.0,26914|27562
6087,22049,225,6251,44,2,1.0,26914|27562
6087,22389,225,6551,34,2,1.0,26914|27562
6087,23097,225,7438,59,2,1.0,26914|27562
6087,23753,225,8046,14,2,1.0,26914|27562
6087,27241,225,12554,1,2,1.0,26914|27562
6087,27916,225,13551,40,2,1.0,26914|27562
6087,32685,225,24512,67,2,1.0,26914|27562
8229,2348,387,95,96,2,1.0,26914|27562
8229,16944,387,2637,146,2,1.0,26914|27562
8229,23226,387,7525,6,2,1.0,26914|27562
8229,30932,387,19562,13,2,1.0,26914|27562
8229,33400,387,26667,14,2,1.0,26914|27562
8229,33904,387,28528,4,2,1.0,26914|27562
8237,2346,391,95,162,2,1.0,26914|27562
8237,23098,391,7438,165,2,1.0,26914|27562
8237,30632,391,18575,7,2,0.6667,26914|27562
8237,32686,391,24512,161,2,1.0,26914|27562
8237,36207,391,41409,167,2,1.0,26914|27562
8652,3531,451,182,13,2,1.0,26914|27562
8652,3639,451,184,10,2,1.0,26914|27562
8652,4088,451,202,17,2,1.0,26914|27562
8652,26086,451,10722,3,2,1.0,26914|27562
8652,27207,451,12541,2,2,1.0,26914|27562
8652,27231,451,12545,2,2,1.0,26914|27562
8652,33210,451,26108,16,2,1.0,26914|27562
8652,34022,451,29062,17,2,1.0,26914|27562
8652,36054,451,39780,14,2,1.0,26914|27562
10743,2610,551,96,33,2,1.0,26914|27562
10743,11783,551,740,19,2,1.0,26914|27562
10743,22049,551,6251,17,2,1.0,26914|27562
10743,22389,551,6551,7,2,1.0,26914|27562
10743,23097,551,7438,32,2,1.0,26914|27562
10743,27916,551,13551,13,2,1.0,26914|27562
10743,32685,551,24512,40,2,1.0,26914|27562
10863,2610,555,96,47,2,1.0,26914|27562
10863,3261,555,174,4,2,1.0,26914|27562
10863,3477,555,181,4,2,1.0,26914|27562
10863,3636,555,184,4,2,1.0,26914|27562
10863,4383,555,207,5,2,1.0,26914|27562
10863,4562,555,209,3,2,1.0,26914|27562
10863,10743,555,551,14,2,1.0,26914|27562
10863,11783,555,740,33,2,1.0,26914|27562
10863,18985,555,3745,12,2,1.0,26914|27562
10863,22049,555,6251,31,2,1.0,26914|27562
10863,22389,555,6551,21,2,1.0,26914|27562
10863,23097,555,7438,46,2,1.0,26914|27562
10863,23753,555,8046,1,2,1.0,26914|27562
10863,27916,555,13551,27,2,1.0,26914|27562
10863,32685,555,24512,54,2,1.0,26914|27562
11783,2610,740,96,14,2,1.0,26914|27562
11783,23097,740,7438,13,2,1.0,26914|27562
11783,32685,740,24512,21,2,1.0,26914|27562
12594,2610,981,96,66,2,1.0,26914|27562
12594,3261,981,174,23,2,1.0,26914|27562
12594,3477,981,181,23,2,1.0,26914|27562
12594,3636,981,184,23,2,1.0,26914|27562
12594,4383,981,207,24,2,1.0,26914|27562
12594,4562,981,209,22,2,1.0,26914|27562
12594,6087,981,225,6,2,1.0,26914|27562
12594,10743,981,551,33,2,1.0,26914|27562
12594,10863,981,555,19,2,1.0,26914|27562
12594,11783,981,740,52,2,1.0,26914|27562
12594,13713,981,1326,3,2,1.0,26914|27562
12594,18985,981,3745,31,2,1.0,26914|27562
12594,22049,981,6251,50,2,1.0,26914|27562
12594,22389,981,6551,40,2,1.0,26914|27562
12594,23097,981,7438,65,2,1.0,26914|27562
12594,23737,981,8045,5,2,1.0,26914|27562
12594,23753,981,8046,20,2,1.0,26914|27562
12594,25252,981,9831,5,2,1.0,26914|27562
12594,27241,981,12554,7,2,1.0,26914|27562
12594,27916,981,13551,46,2,1.0,26914|27562
12594,30535,981,18246,5,2,1.0,26914|27562
12594,31970,981,22331,4,2,1.0,26914|27562
12594,31985,981,22335,2,2,1.0,26914|27562
12594,32685,981,24512,73,2,1.0,26914|27562
12594,33257,981,26324,2,2,1.0,26914|27562
12594,33271,981,26378,1,2,1.0,26914|27562
12594,36132,981,40451,6,2,1.0,26914|27562
13713,2610,1326,96,63,2,1.0,26914|27562
13713,3261,1326,174,20,2,1.0,26914|27562
13713,3477,1326,181,20,2,1.0,26914|27562
13713,3636,1326,184,20,2,1.0,26914|27562
13713,4383,1326,207,21,2,1.0,26914|27562
13713,4562,1326,209,19,2,1.0,26914|27562
13713,6087,1326,225,3,2,1.0,26914|27562
13713,10743,1326,551,30,2,1.0,26914|27562
13713,10863,1326,555,16,2,1.0,26914|27562
13713,11783,1326,740,49,2,1.0,26914|27562
13713,18985,1326,3745,28,2,1.0,26914|27562
13713,22049,1326,6251,47,2,1.0,26914|27562
13713,22389,1326,6551,37,2,1.0,26914|27562
13713,23097,1326,7438,62,2,1.0,26914|27562
13713,23737,1326,8045,2,2,1.0,26914|27562
13713,23753,1326,8046,17,2,1.0,26914|27562
13713,25252,1326,9831,2,2,1.0,26914|27562
13713,27241,1326,12554,4,2,1.0,26914|27562
13713,27916,1326,13551,43,2,1.0,26914|27562
13713,30535,1326,18246,2,2,1.0,26914|27562
13713,31970,1326,22331,1,2,1.0,26914|27562
13713,32685,1326,24512,70,2,1.0,26914|27562
13713,36132,1326,40451,3,2,1.0,26914|27562
13778,988,1347,69,17,2,0.6667,26914|27562
13778,1392,1347,81,4,2,1.0,26914|27562
13778,19202,1347,3953,3,2,1.0,26914|27562
14312,6086,1495,225,22,2,1.0,26914|27562
14312,36192,1495,41267,3,2,1.0,26914|27562
14313,2610,1495,96,129,2,1.0,26914|27562
14313,3261,1495,174,86,2,1.0,26914|27562
14313,3477,1495,181,86,2,1.0,26914|27562
14313,3636,1495,184,86,2,1.0,26914|27562
14313,3886,1495,193,61,2,1.0,26914|27562
14313,4383,1495,207,87,2,1.0,26914|27562
14313,4562,1495,209,85,2,1.0,26914|27562
14313,6087,1495,225,69,2,1.0,26914|27562
14313,10743,1495,551,96,2,1.0,26914|27562
14313,10863,1495,555,82,2,1.0,26914|27562
14313,11783,1495,740,115,2,1.0,26914|27562
14313,12594,1495,981,63,2,1.0,26914|27562
14313,13713,1495,1326,66,2,1.0,26914|27562
14313,18985,1495,3745,94,2,1.0,26914|27562
14313,22049,1495,6251,113,2,1.0,26914|27562
14313,22389,1495,6551,103,2,1.0,26914|27562
14313,23097,1495,7438,128,2,1.0,26914|27562
14313,23737,1495,8045,68,2,1.0,26914|27562
14313,23753,1495,8046,83,2,1.0,26914|27562
14313,25252,1495,9831,68,2,1.0,26914|27562
14313,27241,1495,12554,70,2,1.0,26914|27562
14313,27246,1495,12556,62,2,1.0,26914|27562
14313,27251,1495,12557,62,2,1.0,26914|27562
14313,27916,1495,13551,109,2,1.0,26914|27562
14313,30535,1495,18246,68,2,1.0,26914|27562
14313,31970,1495,22331,67,2,1.0,26914|27562
14313,31985,1495,22335,65,2,1.0,26914|27562
14313,31990,1495,22338,63,2,1.0,26914|27562
14313,32685,1495,24512,136,2,1.0,26914|27562
14313,32875,1495,24968,12,2,1.0,26914|27562
14313,33257,1495,26324,65,2,1.0,26914|27562
14313,33271,1495,26378,64,2,1.0,26914|27562
14313,34193,1495,29664,11,2,1.0,26914|27562
14313,35005,1495,33143,33,2,1.0,26914|27562
14313,36132,1495,40451,69,2,1.0,26914|27562
14313,36206,1495,41409,7,2,1.0,26914|27562
15409,23211,1961,7513,44,2,0.6667,26914|27562
15409,32707,1961,24592,89,2,0.6667,26914|27562
15409,36208,1961,41412,2,2,1.0,26914|27562
15410,36214,1961,41441,3,3,1.0,26914|27562|27715
15411,2340,1961,95,117,2,1.0,26914|27562
15411,2609,1961,96,123,2,1.0,26914|27562
15411,6086,1961,225,145,2,1.0,26914|27562
15411,14312,1961,1495,123,2,1.0,26914|27562
15411,16943,1961,2637,123,2,1.0,26914|27562
15411,36192,1961,41267,126,2,1.0,26914|27562
15411,36203,1961,41409,123,2,1.0,26914|27562
15412,36226,1961,41534,8,2,1.0,26914|27562
16139,18804,2236,3619,30,2,1.0,26914|27562
16139,25753,2236,10299,5,2,1.0,26914|27562
16139,33829,2236,28269,49,2,1.0,26914|27562
16943,6086,2637,225,22,2,1.0,26914|27562
16943,36192,2637,41267,3,2,1.0,26914|27562
16945,2611,2637,96,76,2,1.0,26914|27562
16945,36067,2637,39896,19,2,1.0,26914|27562
17315,3531,2824,182,17,2,1.0,26914|27562
17315,3639,2824,184,14,2,1.0,26914|27562
17315,4081,2824,201,2,2,1.0,26914|27562
17315,4088,2824,202,21,2,1.0,26914|27562
17315,8652,2824,451,4,2,1.0,26914|27562
17315,24466,2824,8847,3,2,1.0,26914|27562
17315,26086,2824,10722,7,2,1.0,26914|27562
17315,27207,2824,12541,6,2,1.0,26914|27562
17315,27231,2824,12545,6,2,1.0,26914|27562
17315,33210,2824,26108,20,2,1.0,26914|27562
17315,34022,2824,29062,21,2,1.0,26914|27562
17315,36054,2824,39780,18,2,1.0,26914|27562
18804,33829,3619,28269,19,2,1.0,26914|27562
18985,2610,3745,96,35,2,1.0,26914|27562
18985,10743,3745,551,2,2,1.0,26914|27562
18985,11783,3745,740,21,2,1.0,26914|27562
18985,22049,3745,6251,19,2,1.0,26914|27562
18985,22389,3745,6551,9,2,1.0,26914|27562
18985,23097,3745,7438,34,2,1.0,26914|27562
18985,27916,3745,13551,15,2,1.0,26914|27562
18985,32685,3745,24512,42,2,1.0,26914|27562
19202,988,3953,69,14,2,0.6667,26914|27562
19202,1392,3953,81,1,2,1.0,26914|27562
20135,3531,4603,182,31,2,1.0,26914|27562
20135,3639,4603,184,28,2,1.0,26914|27562
20135,4052,4603,197,4,2,1.0,26914|27562
20135,4064,4603,199,10,2,1.0,26914|27562
20135,4081,4603,201,16,2,1.0,26914|27562
20135,4088,4603,202,35,2,1.0,26914|27562
20135,8652,4603,451,18,2,1.0,26914|27562
20135,17315,4603,2824,14,2,1.0,26914|27562
20135,24466,4603,8847,17,2,1.0,26914|27562
20135,24707,4603,9197,11,2,1.0,26914|27562
20135,24711,4603,9199,14,2,1.0,26914|27562
20135,26086,4603,10722,21,2,1.0,26914|27562
20135,27207,4603,12541,20,2,1.0,26914|27562
20135,27231,4603,12545,20,2,1.0,26914|27562
20135,27253,4603,12560,2,2,1.0,26914|27562
20135,33210,4603,26108,34,2,1.0,26914|27562
20135,33932,4603,28706,7,2,1.0,26914|27562
20135,34022,4603,29062,35,2,1.0,26914|27562
20135,34151,4603,29478,14,2,1.0,26914|27562
20135,36054,4603,39780,32,2,1.0,26914|27562
22049,2610,6251,96,16,2,1.0,26914|27562
22049,11783,6251,740,2,2,1.0,26914|27562
22049,23097,6251,7438,15,2,1.0,26914|27562
22049,32685,6251,24512,23,2,1.0,26914|27562
22389,2610,6551,96,26,2,1.0,26914|27562
22389,11783,6551,740,12,2,1.0,26914|27562
22389,22049,6551,6251,10,2,1.0,26914|27562
22389,23097,6551,7438,25,2,1.0,26914|27562
22389,27916,6551,13551,6,2,1.0,26914|27562
22389,32685,6551,24512,33,2,1.0,26914|27562
23097,2610,7438,96,1,2,1.0,26914|27562
23097,32685,7438,24512,8,2,1.0,26914|27562
23098,36207,7438,41409,2,2,1.0,26914|27562
23211,32707,7513,24592,45,3,1.0,26914|27562|27715
23212,15411,7513,1961,190,2,1.0,26914|27562
23212,36215,7513,41441,190,2,1.0,26914|27562
23213,2340,7513,95,117,2,1.0,26914|27562
23213,2609,7513,96,123,2,1.0,26914|27562
23213,6086,7513,225,145,2,1.0,26914|27562
23213,14312,7513,1495,123,2,1.0,26914|27562
23213,16943,7513,2637,123,2,1.0,26914|27562
23213,36192,7513,41267,126,2,1.0,26914|27562
23213,36203,7513,41409,123,2,1.0,26914|27562
23226,2348,7525,95,90,2,1.0,26914|27562
23226,16944,7525,2637,140,2,1.0,26914|27562
23226,30932,7525,19562,7,2,1.0,26914|27562
23226,33400,7525,26667,8,2,1.0,26914|27562
23584,16139,7897,2236,32,2,1.0,26914|27562
23584,18804,7897,3619,62,2,1.0,26914|27562
23584,25753,7897,10299,37,2,1.0,26914|27562
23584,33829,7897,28269,81,2,1.0,26914|27562
23737,2610,8045,96,61,2,1.0,26914|27562
23737,3261,8045,174,18,2,1.0,26914|27562
23737,3477,8045,181,18,2,1.0,26914|27562
23737,3636,8045,184,18,2,1.0,26914|27562
23737,4383,8045,207,19,2,1.0,26914|27562
23737,4562,8045,209,17,2,1.0,26914|27562
23737,6087,8045,225,1,2,1.0,26914|27562
23737,10743,8045,551,28,2,1.0,26914|27562
23737,10863,8045,555,14,2,1.0,26914|27562
23737,11783,8045,740,47,2,1.0,26914|27562
23737,18985,8045,3745,26,2,1.0,26914|27562
23737,22049,8045,6251,45,2,1.0,26914|27562
23737,22389,8045,6551,35,2,1.0,26914|27562
23737,23097,8045,7438,60,2,1.0,26914|27562
23737,23753,8045,8046,15,2,1.0,26914|27562
23737,27241,8045,12554,2,2,1.0,26914|27562
23737,27916,8045,13551,41,2,1.0,26914|27562
23737,32685,8045,24512,68,2,1.0,26914|27562
23737,36132,8045,40451,1,2,1.0,26914|27562
23753,2610,8046,96,46,2,1.0,26914|27562
23753,3261,8046,174,3,2,1.0,26914|27562
23753,3477,8046,181,3,2,1.0,26914|27562
23753,3636,8046,184,3,2,1.0,26914|27562
23753,4383,8046,207,4,2,1.0,26914|27562
23753,4562,8046,209,2,2,1.0,26914|27562
23753,10743,8046,551,13,2,1.0,26914|27562
23753,11783,8046,740,32,2,1.0,26914|27562
23753,18985,8046,3745,11,2,1.0,26914|27562
23753,22049,8046,6251,30,2,1.0,26914|27562
23753,22389,8046,6551,20,2,1.0,26914|27562
23753,23097,8046,7438,45,2,1.0,26914|27562
23753,27916,8046,13551,26,2,1.0,26914|27562
23753,32685,8046,24512,53,2,1.0,26914|27562
24466,3531,8847,182,14,2,1.0,26914|27562
24466,3639,8847,184,11,2,1.0,26914|27562
24466,4088,8847,202,18,2,1.0,26914|27562
24466,8652,8847,451,1,2,1.0,26914|27562
24466,26086,8847,10722,4,2,1.0,26914|27562
24466,27207,8847,12541,3,2,1.0,26914|27562
24466,27231,8847,12545,3,2,1.0,26914|27562
24466,33210,8847,26108,17,2,1.0,26914|27562
24466,34022,8847,29062,18,2,1.0,26914|27562
24466,36054,8847,39780,15,2,1.0,26914|27562
24707,3531,9197,182,20,2,1.0,26914|27562
24707,3639,9197,184,17,2,1.0,26914|27562
24707,4081,9197,201,5,2,1.0,26914|27562
24707,4088,9197,202,24,2,1.0,26914|27562
24707,8652,9197,451,7,2,1.0,26914|27562
24707,17315,9197,2824,3,2,1.0,26914|27562
24707,24466,9197,8847,6,2,1.0,26914|27562
24707,24711,9197,9199,3,2,1.0,26914|27562
24707,26086,9197,10722,10,2,1.0,26914|27562
24707,27207,9197,12541,9,2,1.0,26914|27562
24707,27231,9197,12545,9,2,1.0,26914|27562
24707,33210,9197,26108,23,2,1.0,26914|27562
24707,34022,9197,29062,24,2,1.0,26914|27562
24707,34151,9197,29478,3,2,1.0,26914|27562
24707,36054,9197,39780,21,2,1.0,26914|27562
24711,3531,9199,182,17,2,1.0,26914|27562
24711,3639,9199,184,14,2,1.0,26914|27562
24711,4081,9199,201,2,2,1.0,26914|27562
24711,4088,9199,202,21,2,1.0,26914|27562
24711,8652,9199,451,4,2,1.0,26914|27562
24711,24466,9199,8847,3,2,1.0,26914|27562
24711,26086,9199,10722,7,2,1.0,26914|27562
24711,27207,9199,12541,6,2,1.0,26914|27562
24711,27231,9199,12545,6,2,1.0,26914|27562
24711,33210,9199,26108,20,2,1.0,26914|27562
24711,34022,9199,29062,21,2,1.0,26914|27562
24711,36054,9199,39780,18,2,1.0,26914|27562
25252,2610,9831,96,61,2,1.0,26914|27562
25252,3261,9831,174,18,2,1.0,26914|27562
25252,3477,9831,181,18,2,1.0,26914|27562
25252,3636,9831,184,18,2,1.0,26914|27562
25252,4383,9831,207,19,2,1.0,26914|27562
25252,4562,9831,209,17,2,1.0,26914|27562
25252,6087,9831,225,1,2,1.0,26914|27562
25252,10743,9831,551,28,2,1.0,26914|27562
25252,10863,9831,555,14,2,1.0,26914|27562
25252,11783,9831,740,47,2,1.0,26914|27562
25252,18985,9831,3745,26,2,1.0,26914|27562
25252,22049,9831,6251,45,2,1.0,26914|27562
25252,22389,9831,6551,35,2,1.0,26914|27562
25252,23097,9831,7438,60,2,1.0,26914|27562
25252,23753,9831,8046,15,2,1.0,26914|27562
25252,27241,9831,12554,2,2,1.0,26914|27562
25252,27916,9831,13551,41,2,1.0,26914|27562
25252,32685,9831,24512,68,2,1.0,26914|27562
25252,36132,9831,40451,1,2,1.0,26914|27562
25753,18804,10299,3619,25,2,1.0,26914|27562
25753,33829,10299,28269,44,2,1.0,26914|27562
25929,1577,10539,88,17,2,1.0,26914|27562
25929,3531,10539,182,48,2,1.0,26914|27562
25929,3639,10539,184,45,2,1.0,26914|27562
25929,4052,10539,197,21,2,1.0,26914|27562
25929,4064,10539,199,27,2,1.0,26914|27562
25929,4081,10539,201,33,2,1.0,26914|27562
25929,4088,10539,202,52,2,1.0,26914|27562
25929,8652,10539,451,35,2,1.0,26914|27562
25929,17315,10539,2824,31,2,1.0,26914|27562
25929,20135,10539,4603,17,2,1.0,26914|27562
25929,24466,10539,8847,34,2,1.0,26914|27562
25929,24707,10539,9197,28,2,1.0,26914|27562
25929,24711,10539,9199,31,2,1.0,26914|27562
25929,26086,10539,10722,38,2,1.0,26914|27562
25929,27207,10539,12541,37,2,1.0,26914|27562
25929,27231,10539,12545,37,2,1.0,26914|27562
25929,27253,10539,12560,19,2,1.0,26914|27562
25929,30513,10539,18217,12,2,1.0,26914|27562
25929,33210,10539,26108,51,2,1.0,26914|27562
25929,33932,10539,28706,24,2,1.0,26914|27562
25929,34022,10539,29062,52,2,1.0,26914|27562
25929,34151,10539,29478,31,2,1.0,26914|27562
25929,36054,10539,39780,49,2,1.0,26914|27562
26086,3531,10722,182,10,2,1.0,26914|27562
26086,3639,10722,184,7,2,1.0,26914|27562
26086,4088,10722,202,14,2,1.0,26914|27562
26086,33210,10722,26108,13,2,1.0,26914|27562
26086,34022,10722,29062,14,2,1.0,26914|27562
26086,36054,10722,39780,11,2,1.0,26914|27562
27207,3531,12541,182,11,2,1.0,26914|27562
27207,3639,12541,184,8,2,1.0,26914|27562
27207,4088,12541,202,15,2,1.0,26914|27562
27207,26086,12541,10722,1,2,1.0,26914|27562
27207,33210,12541,26108,14,2,1.0,26914|27562
27207,34022,12541,29062,15,2,1.0,26914|27562
27207,36054,12541,39780,12,2,1.0,26914|27562
27231,3531,12545,182,11,2,1.0,26914|27562
27231,3639,12545,184,8,2,1.0,26914|27562
27231,4088,12545,202,15,2,1.0,26914|27562
27231,26086,12545,10722,1,2,1.0,26914|27562
27231,33210,12545,26108,14,2,1.0,26914|27562
27231,34022,12545,29062,15,2,1.0,26914|27562
27231,36054,12545,39780,12,2,1.0,26914|27562
27241,2610,12554,96,59,2,1.0,26914|27562
27241,3261,12554,174,16,2,1.0,26914|27562
27241,3477,12554,181,16,2,1.0,26914|27562
27241,3636,12554,184,16,2,1.0,26914|27562
27241,4383,12554,207,17,2,1.0,26914|27562
27241,4562,12554,209,15,2,1.0,26914|27562
27241,10743,12554,551,26,2,1.0,26914|27562
27241,10863,12554,555,12,2,1.0,26914|27562
27241,11783,12554,740,45,2,1.0,26914|27562
27241,18985,12554,3745,24,2,1.0,26914|27562
27241,22049,12554,6251,43,2,1.0,26914|27562
27241,22389,12554,6551,33,2,1.0,26914|27562
27241,23097,12554,7438,58,2,1.0,26914|27562
27241,23753,12554,8046,13,2,1.0,26914|27562
27241,27916,12554,13551,39,2,1.0,26914|27562
27241,32685,12554,24512,66,2,1.0,26914|27562
27246,2610,12556,96,67,2,1.0,26914|27562
27246,3261,12556,174,24,2,1.0,26914|27562
27246,3477,12556,181,24,2,1.0,26914|27562
27246,3636,12556,184,24,2,1.0,26914|27562
27246,4383,12556,207,25,2,1.0,26914|27562
27246,4562,12556,209,23,2,1.0,26914|27562
27246,6087,12556,225,7,2,1.0,26914|27562
27246,10743,12556,551,34,2,1.0,26914|27562
27246,10863,12556,555,20,2,1.0,26914|27562
27246,11783,12556,740,53,2,1.0,26914|27562
27246,12594,12556,981,1,2,1.0,26914|27562
27246,13713,12556,1326,4,2,1.0,26914|27562
27246,18985,12556,3745,32,2,1.0,26914|27562
27246,22049,12556,6251,51,2,1.0,26914|27562
27246,22389,12556,6551,41,2,1.0,26914|27562
27246,23097,12556,7438,66,2,1.0,26914|27562
27246,23737,12556,8045,6,2,1.0,26914|27562
27246,23753,12556,8046,21,2,1.0,26914|27562
27246,25252,12556,9831,6,2,1.0,26914|27562
27246,27241,12556,12554,8,2,1.0,26914|27562
27246,27916,12556,13551,47,2,1.0,26914|27562
27246,30535,12556,18246,6,2,1.0,26914|27562
27246,31970,12556,22331,5,2,1.0,26914|27562
27246,31985,12556,22335,3,2,1.0,26914|27562
27246,31990,12556,22338,1,2,1.0,26914|27562
27246,32685,12556,24512,74,2,1.0,26914|27562
27246,33257,12556,26324,3,2,1.0,26914|27562
27246,33271,12556,26378,2,2,1.0,26914|27562
27246,36132,12556,40451,7,2,1.0,26914|27562
27251,2610,12557,96,67,2,1.0,26914|27562
27251,3261,12557,174,24,2,1.0,26914|27562
27251,3477,12557,181,24,2,1.0,26914|27562
27251,3636,12557,184,24,2,1.0,26914|27562
27251,4383,12557,207,25,2,1.0,26914|27562
27251,4562,12557,209,23,2,1.0,26914|27562
27251,6087,12557,225,7,2,1.0,26914|27562
27251,10743,12557,551,34,2,1.0,26914|27562
27251,10863,12557,555,20,2,1.0,26914|27562
27251,11783,12557,740,53,2,1.0,26914|27562
27251,12594,12557,981,1,2,1.0,26914|27562
27251,13713,12557,1326,4,2,1.0,26914|27562
27251,18985,12557,3745,32,2,1.0,26914|27562
27251,22049,12557,6251,51,2,1.0,26914|27562
27251,22389,12557,6551,41,2,1.0,26914|27562
27251,23097,12557,7438,66,2,1.0,26914|27562
27251,23737,12557,8045,6,2,1.0,26914|27562
27251,23753,12557,8046,21,2,1.0,26914|27562
27251,25252,12557,9831,6,2,1.0,26914|27562
27251,27241,12557,12554,8,2,1.0,26914|27562
27251,27916,12557,13551,47,2,1.0,26914|27562
27251,30535,12557,18246,6,2,1.0,26914|27562
27251,31970,12557,22331,5,2,1.0,26914|27562
27251,31985,12557,22335,3,2,1.0,26914|27562
27251,31990,12557,22338,1,2,1.0,26914|27562
27251,32685,12557,24512,74,2,1.0,26914|27562
27251,33257,12557,26324,3,2,1.0,26914|27562
27251,33271,12557,26378,2,2,1.0,26914|27562
27251,36132,12557,40451,7,2,1.0,26914|27562
27253,3531,12560,182,29,2,1.0,26914|27562
27253,3639,12560,184,26,2,1.0,26914|27562
27253,4052,12560,197,2,2,1.0,26914|27562
27253,4064,12560,199,8,2,1.0,26914|27562
27253,4081,12560,201,14,2,1.0,26914|27562
27253,4088,12560,202,33,2,1.0,26914|27562
27253,8652,12560,451,16,2,1.0,26914|27562
27253,17315,12560,2824,12,2,1.0,26914|27562
27253,24466,12560,8847,15,2,1.0,26914|27562
27253,24707,12560,9197,9,2,1.0,26914|27562
27253,24711,12560,9199,12,2,1.0,26914|27562
27253,26086,12560,10722,19,2,1.0,26914|27562
27253,27207,12560,12541,18,2,1.0,26914|27562
27253,27231,12560,12545,18,2,1.0,26914|27562
27253,33210,12560,26108,32,2,1.0,26914|27562
27253,33932,12560,28706,5,2,1.0,26914|27562
27253,34022,12560,29062,33,2,1.0,26914|27562
27253,34151,12560,29478,12,2,1.0,26914|27562
27253,36054,12560,39780,30,2,1.0,26914|27562
27916,2610,13551,96,20,2,1.0,26914|27562
27916,11783,13551,740,6,2,1.0,26914|27562
27916,22049,13551,6251,4,2,1.0,26914|27562
27916,23097,13551,7438,19,2,1.0,26914|27562
27916,32685,13551,24512,27,2,1.0,26914|27562
28426,16139,14631,2236,41,2,1.0,26914|27562
28426,18804,14631,3619,71,2,1.0,26914|27562
28426,23584,14631,7897,9,2,1.0,26914|27562
28426,25753,14631,10299,46,2,1.0,26914|27562
